product_id,factor_id,nutrient_id,coefficient
620,6,23,1.0
620,2,23,1.0
620,5,23,1.0
226,5,23,1.0
230,5,23,1.0
226,8,23,1.0
230,8,23,1.0
187,2,23,0.8
187,6,23,0.8
183,3,23,1.0
187,8,23,0.7
183,2,23,1.0
178,3,23,1.0
95,6,23,0.8
114,8,23,0.7
95,3,23,1.0
281,6,23,1.0
484,6,23,0.85
477,6,23,0.9
484,2,23,0.9
484,3,23,0.65
484,7,23,1.0
484,8,23,1.0
158,6,23,0.65
158,2,23,1.0
158,5,23,0.65
158,3,23,1.0
30,3,23,0.65
30,7,23,1.0
30,8,23,1.0
521,6,23,0.0
12,6,23,0.0
29,6,23,0.0
16,6,23,0.0
79,6,23,0.0
97,6,23,0.0
22,6,23,0.0
326,6,23,0.0
190,6,23,0.0
19,6,23,1.0
521,3,23,1.0
12,3,23,1.0
29,3,23,1.0
16,3,23,1.0
79,3,23,1.0
97,3,23,1.0
326,3,23,1.0
427,6,23,1.0
333,6,23,1.0
520,6,23,1.0
96,6,23,1.0
152,6,23,1.0
11,6,23,1.0
110,6,23,1.0
427,3,23,1.0
333,3,23,1.0
520,3,23,1.0
96,3,23,1.0
152,3,23,1.0
11,3,23,1.0
110,3,23,1.0
190,5,23,1.0
22,5,23,1.0
201,6,23,1.0
515,6,23,1.0
405,6,23,1.0
411,6,23,1.0
497,6,23,1.0
198,6,23,1.0
396,6,23,1.0
141,6,23,1.0
137,6,23,1.0
436,6,23,1.0
28,6,23,1.0
166,6,23,1.0
167,6,23,1.0
45,6,23,1.0
44,6,23,1.0
437,6,23,1.0
156,6,23,1.0
155,6,23,1.0
47,6,23,1.0
84,6,23,1.0
160,6,23,1.0
471,6,23,1.0
241,6,23,1.0
500,6,23,1.0
519,6,23,1.0
432,6,23,1.0
474,6,23,1.0
193,6,23,1.0
200,6,23,1.0
201,5,23,0.9
515,5,23,0.9
405,5,23,0.9
411,5,23,0.9
497,5,23,0.9
198,5,23,0.9
396,5,23,0.9
141,5,23,0.9
137,5,23,0.9
436,5,23,0.9
28,5,23,0.9
166,5,23,0.9
167,5,23,0.9
45,5,23,0.9
44,5,23,0.9
437,5,23,0.9
156,5,23,0.9
155,5,23,0.9
47,5,23,0.9
84,5,23,0.9
160,5,23,0.9
471,5,23,0.9
241,5,23,0.9
500,5,23,0.9
519,5,23,0.9
432,5,23,0.9
474,5,23,1.0
193,5,23,1.0
200,5,23,1.0
201,2,23,1.0
515,2,23,1.0
405,2,23,1.0
411,2,23,1.0
497,2,23,1.0
198,2,23,1.0
396,2,23,1.0
141,2,23,1.0
137,2,23,1.0
436,2,23,1.0
28,2,23,1.0
167,2,23,1.0
45,2,23,1.0
437,2,23,1.0
156,2,23,1.0
47,2,23,1.0
160,2,23,1.0
471,2,23,1.0
241,2,23,1.0
500,2,23,1.0
519,2,23,1.0
432,2,23,1.0
84,5,23,1.0
155,5,23,1.0
44,5,23,1.0
166,5,23,1.0
84,8,23,1.0
155,8,23,1.0
44,8,23,1.0
166,8,23,1.0
201,4,23,1.0
515,4,23,1.0
405,4,23,1.0
411,4,23,1.0
497,4,23,1.0
198,4,23,1.0
396,4,23,1.0
141,4,23,1.0
137,4,23,1.0
436,4,23,1.0
28,4,23,1.0
167,4,23,1.0
45,4,23,1.0
437,4,23,1.0
156,4,23,1.0
47,4,23,1.0
160,4,23,1.0
471,4,23,1.0
241,4,23,1.0
500,4,23,1.0
519,4,23,1.0
432,4,23,1.0
142,6,23,1.0
142,5,23,1.0
142,2,23,1.0
142,4,23,0.95
469,6,23,1.0
469,7,23,1.0
693,6,23,1.0
694,6,23,1.0
695,6,23,1.0
696,6,23,1.0
692,6,23,1.0
177,6,23,1.0
309,6,23,1.0
89,6,23,1.0
472,6,23,1.0
407,6,23,1.0
693,7,23,1.0
694,7,23,1.0
695,7,23,1.0
696,7,23,1.0
692,7,23,1.0
177,7,23,1.0
309,7,23,1.0
89,7,23,1.0
472,7,23,1.0
407,7,23,1.0
439,6,23,1.0
439,7,23,1.0
439,2,23,1.0
439,5,23,1.0
684,5,23,0.8
684,6,23,1.0
684,3,23,1.0
224,3,23,1.0
224,7,23,1.0
224,5,23,0.9
82,5,23,0.85
478,5,23,0.9
478,6,23,0.85
516,5,23,0.8
42,5,23,0.85
282,5,23,0.85
464,3,23,0.85
464,2,23,0.8
464,2,23,0.65
464,8,23,0.65
358,6,23,1.0
358,4,23,1.0
372,6,23,1.0
207,6,23,1.0
207,5,23,0.85
207,6,23,0.85
690,5,23,0.85
92,6,23,1.0
91,8,23,0.95
165,8,23,0.95
168,8,23,0.95
214,8,23,0.95
287,8,23,0.95
324,8,23,0.95
356,8,23,0.95
526,8,23,0.95
645,8,23,0.95
647,8,23,0.95
648,8,23,0.95
649,8,23,0.95
650,8,23,0.95
651,8,23,0.95
652,8,23,0.95
91,5,23,0.95
165,5,23,0.95
168,5,23,0.95
214,5,23,0.95
287,5,23,0.95
324,5,23,0.95
356,5,23,0.95
526,5,23,0.95
645,5,23,0.95
647,5,23,0.95
648,5,23,0.95
649,5,23,0.95
650,5,23,0.95
651,5,23,0.95
652,5,23,0.95
