product_id,factor_id,nutrient_id,coefficient
620,6,21,1.0
620,2,21,1.0
620,5,21,1.0
226,5,21,1.0
230,5,21,1.0
226,8,21,1.0
230,8,21,1.0
187,2,21,0.95
187,6,21,0.95
183,3,21,1.0
187,8,21,0.8
183,2,21,1.0
178,3,21,1.0
95,6,21,1.0
114,8,21,0.85
95,3,21,1.0
281,6,21,1.0
484,6,21,0.9
477,6,21,1.0
484,2,21,1.0
484,3,21,0.8
484,7,21,1.0
484,8,21,1.0
158,6,21,0.8
158,2,21,1.0
158,5,21,0.8
158,3,21,1.0
30,3,21,0.8
30,7,21,1.0
30,8,21,1.0
521,6,21,0.05
12,6,21,0.05
29,6,21,0.05
16,6,21,0.05
79,6,21,0.05
97,6,21,0.05
22,6,21,0.05
326,6,21,0.05
190,6,21,0.05
19,6,21,0.95
521,3,21,0.95
12,3,21,0.95
29,3,21,0.95
16,3,21,0.95
79,3,21,0.95
97,3,21,0.95
326,3,21,0.95
427,6,21,0.95
333,6,21,0.95
520,6,21,0.95
96,6,21,0.95
152,6,21,0.95
11,6,21,0.95
110,6,21,0.95
427,3,21,0.95
333,3,21,0.95
520,3,21,0.95
96,3,21,0.95
152,3,21,0.95
11,3,21,0.95
110,3,21,0.95
190,5,21,1.0
22,5,21,1.0
201,6,21,1.0
515,6,21,1.0
405,6,21,1.0
411,6,21,1.0
497,6,21,1.0
198,6,21,1.0
396,6,21,1.0
141,6,21,1.0
137,6,21,1.0
436,6,21,1.0
28,6,21,1.0
166,6,21,1.0
167,6,21,1.0
45,6,21,1.0
44,6,21,1.0
437,6,21,1.0
156,6,21,1.0
155,6,21,1.0
47,6,21,1.0
84,6,21,1.0
160,6,21,1.0
471,6,21,1.0
241,6,21,1.0
500,6,21,1.0
519,6,21,1.0
432,6,21,1.0
474,6,21,1.0
193,6,21,1.0
200,6,21,1.0
201,5,21,0.95
515,5,21,0.95
405,5,21,0.95
411,5,21,0.95
497,5,21,0.95
198,5,21,0.95
396,5,21,0.95
141,5,21,0.95
137,5,21,0.95
436,5,21,0.95
28,5,21,0.95
166,5,21,0.95
167,5,21,0.95
45,5,21,0.95
44,5,21,0.95
437,5,21,0.95
156,5,21,0.95
155,5,21,0.95
47,5,21,0.95
84,5,21,0.95
160,5,21,0.95
471,5,21,0.95
241,5,21,0.95
500,5,21,0.95
519,5,21,0.95
432,5,21,0.95
474,5,21,1.0
193,5,21,1.0
200,5,21,1.0
201,2,21,1.0
515,2,21,1.0
405,2,21,1.0
411,2,21,1.0
497,2,21,1.0
198,2,21,1.0
396,2,21,1.0
141,2,21,1.0
137,2,21,1.0
436,2,21,1.0
28,2,21,1.0
167,2,21,1.0
45,2,21,1.0
437,2,21,1.0
156,2,21,1.0
47,2,21,1.0
160,2,21,1.0
471,2,21,1.0
241,2,21,1.0
500,2,21,1.0
519,2,21,1.0
432,2,21,1.0
84,5,21,1.0
155,5,21,1.0
44,5,21,1.0
166,5,21,1.0
84,8,21,1.0
155,8,21,1.0
44,8,21,1.0
166,8,21,1.0
201,4,21,1.0
515,4,21,1.0
405,4,21,1.0
411,4,21,1.0
497,4,21,1.0
198,4,21,1.0
396,4,21,1.0
141,4,21,1.0
137,4,21,1.0
436,4,21,1.0
28,4,21,1.0
167,4,21,1.0
45,4,21,1.0
437,4,21,1.0
156,4,21,1.0
47,4,21,1.0
160,4,21,1.0
471,4,21,1.0
241,4,21,1.0
500,4,21,1.0
519,4,21,1.0
432,4,21,1.0
142,6,21,1.0
142,5,21,1.0
142,2,21,1.0
142,4,21,0.95
469,6,21,1.0
469,7,21,1.0
693,6,21,1.0
694,6,21,1.0
695,6,21,1.0
696,6,21,1.0
692,6,21,1.0
177,6,21,1.0
309,6,21,1.0
89,6,21,1.0
472,6,21,1.0
407,6,21,1.0
693,7,21,1.0
694,7,21,1.0
695,7,21,1.0
696,7,21,1.0
692,7,21,1.0
177,7,21,1.0
309,7,21,1.0
89,7,21,1.0
472,7,21,1.0
407,7,21,1.0
439,6,21,1.0
439,7,21,1.0
439,2,21,1.0
439,5,21,1.0
684,5,21,0.8
684,6,21,1.0
684,3,21,1.0
224,3,21,1.0
224,7,21,1.0
224,5,21,1.0
82,5,21,0.85
478,5,21,0.9
478,6,21,0.85
516,5,21,0.85
42,5,21,0.9
282,5,21,0.9
464,3,21,0.95
464,2,21,0.95
464,2,21,1.0
464,8,21,0.85
358,6,21,1.0
358,4,21,1.0
372,6,21,1.0
207,6,21,1.0
207,5,21,0.95
207,6,21,0.95
690,5,21,0.95
92,6,21,1.0
91,8,21,1.0
165,8,21,1.0
168,8,21,1.0
214,8,21,1.0
287,8,21,1.0
324,8,21,1.0
356,8,21,1.0
526,8,21,1.0
645,8,21,1.0
647,8,21,1.0
648,8,21,1.0
649,8,21,1.0
650,8,21,1.0
651,8,21,1.0
652,8,21,1.0
91,5,21,1.0
165,5,21,1.0
168,5,21,1.0
214,5,21,1.0
287,5,21,1.0
324,5,21,1.0
356,5,21,1.0
526,5,21,1.0
645,5,21,1.0
647,5,21,1.0
648,5,21,1.0
649,5,21,1.0
650,5,21,1.0
651,5,21,1.0
652,5,21,1.0
