product_id,factor_id,nutrient_id,coefficient
620,6,10,0.8
620,2,10,0.85
620,5,10,0.85
226,5,10,0.9
230,5,10,0.9
226,8,10,0.75
230,8,10,0.75
187,2,10,0.7
187,6,10,0.7
183,3,10,0.75
187,8,10,0.55
183,2,10,0.75
178,3,10,0.95
95,6,10,0.65
114,8,10,0.55
95,3,10,0.75
281,6,10,0.95
484,6,10,0.55
477,6,10,0.8
484,2,10,0.7
484,3,10,0.45
484,7,10,0.6
484,8,10,0.6
158,6,10,0.45
158,2,10,0.6
158,5,10,0.45
158,3,10,0.6
30,3,10,0.45
30,7,10,0.6
30,8,10,0.95
521,6,10,0.2
12,6,10,0.2
29,6,10,0.2
16,6,10,0.2
79,6,10,0.2
97,6,10,0.2
22,6,10,0.2
326,6,10,0.2
190,6,10,0.2
19,6,10,0.8
521,3,10,0.8
12,3,10,0.8
29,3,10,0.8
16,3,10,0.8
79,3,10,0.8
97,3,10,0.8
326,3,10,0.8
427,6,10,0.8
333,6,10,0.8
520,6,10,0.8
96,6,10,0.8
152,6,10,0.8
11,6,10,0.8
110,6,10,0.8
427,3,10,0.8
333,3,10,0.8
520,3,10,0.8
96,3,10,0.8
152,3,10,0.8
11,3,10,0.8
110,3,10,0.8
190,5,10,0.95
22,5,10,0.95
201,6,10,0.9
515,6,10,0.9
405,6,10,0.9
411,6,10,0.9
497,6,10,0.9
198,6,10,0.9
396,6,10,0.9
141,6,10,0.9
137,6,10,0.9
436,6,10,0.9
28,6,10,0.9
166,6,10,0.9
167,6,10,0.9
45,6,10,0.9
44,6,10,0.9
437,6,10,0.9
156,6,10,0.9
155,6,10,0.9
47,6,10,0.9
84,6,10,0.9
160,6,10,0.9
471,6,10,0.9
241,6,10,0.9
500,6,10,0.9
519,6,10,0.9
432,6,10,0.9
474,6,10,0.9
193,6,10,0.9
200,6,10,0.9
201,5,10,0.85
515,5,10,0.85
405,5,10,0.85
411,5,10,0.85
497,5,10,0.85
198,5,10,0.85
396,5,10,0.85
141,5,10,0.85
137,5,10,0.85
436,5,10,0.85
28,5,10,0.85
166,5,10,0.85
167,5,10,0.85
45,5,10,0.85
44,5,10,0.85
437,5,10,0.85
156,5,10,0.85
155,5,10,0.85
47,5,10,0.85
84,5,10,0.85
160,5,10,0.85
471,5,10,0.85
241,5,10,0.85
500,5,10,0.85
519,5,10,0.85
432,5,10,0.85
474,5,10,0.9
193,5,10,0.9
200,5,10,0.9
201,2,10,0.9
515,2,10,0.9
405,2,10,0.9
411,2,10,0.9
497,2,10,0.9
198,2,10,0.9
396,2,10,0.9
141,2,10,0.9
137,2,10,0.9
436,2,10,0.9
28,2,10,0.9
167,2,10,0.9
45,2,10,0.9
437,2,10,0.9
156,2,10,0.9
47,2,10,0.9
160,2,10,0.9
471,2,10,0.9
241,2,10,0.9
500,2,10,0.9
519,2,10,0.9
432,2,10,0.9
84,5,10,0.9
155,5,10,0.9
44,5,10,0.9
166,5,10,0.9
84,8,10,0.9
155,8,10,0.9
44,8,10,0.9
166,8,10,0.9
201,4,10,0.9
515,4,10,0.9
405,4,10,0.9
411,4,10,0.9
497,4,10,0.9
198,4,10,0.9
396,4,10,0.9
141,4,10,0.9
137,4,10,0.9
436,4,10,0.9
28,4,10,0.9
167,4,10,0.9
45,4,10,0.9
437,4,10,0.9
156,4,10,0.9
47,4,10,0.9
160,4,10,0.9
471,4,10,0.9
241,4,10,0.9
500,4,10,0.9
519,4,10,0.9
432,4,10,0.9
142,6,10,0.8
142,5,10,0.8
142,2,10,0.8
142,4,10,0.8
469,6,10,0.95
469,7,10,0.95
693,6,10,0.85
694,6,10,0.85
695,6,10,0.85
696,6,10,0.85
692,6,10,0.85
177,6,10,0.85
309,6,10,0.85
89,6,10,0.85
472,6,10,0.85
407,6,10,0.85
693,7,10,0.85
694,7,10,0.85
695,7,10,0.85
696,7,10,0.85
692,7,10,0.85
177,7,10,0.85
309,7,10,0.85
89,7,10,0.85
472,7,10,0.85
407,7,10,0.85
439,6,10,0.9
439,7,10,0.9
439,2,10,0.9
439,5,10,0.8
684,5,10,0.9
684,6,10,0.95
684,3,10,0.95
224,3,10,0.95
224,7,10,0.85
224,5,10,0.8
82,5,10,0.6
478,5,10,0.65
478,6,10,0.55
516,5,10,0.4
42,5,10,0.45
282,5,10,0.4
464,3,10,0.65
464,2,10,0.6
464,2,10,0.45
464,8,10,0.45
358,6,10,0.8
358,4,10,0.8
372,6,10,0.95
207,6,10,0.8
207,5,10,0.65
207,6,10,0.55
690,5,10,0.65
92,6,10,0.95
91,8,10,0.75
165,8,10,0.75
168,8,10,0.75
214,8,10,0.75
287,8,10,0.75
324,8,10,0.75
356,8,10,0.75
526,8,10,0.75
645,8,10,0.75
647,8,10,0.75
648,8,10,0.75
649,8,10,0.75
650,8,10,0.75
651,8,10,0.75
652,8,10,0.75
91,5,10,0.8
165,5,10,0.8
168,5,10,0.8
214,5,10,0.8
287,5,10,0.8
324,5,10,0.8
356,5,10,0.8
526,5,10,0.8
645,5,10,0.8
647,5,10,0.8
648,5,10,0.8
649,5,10,0.8
650,5,10,0.8
651,5,10,0.8
652,5,10,0.8
