product_id,factor_id,nutrient_id,coefficient
620,6,4,
620,2,4,
620,5,4,
226,5,4,
230,5,4,
226,8,4,
230,8,4,
187,2,4,
187,6,4,
183,3,4,
187,8,4,
183,2,4,
178,3,4,
95,6,4,
114,8,4,
95,3,4,
281,6,4,
484,6,4,
477,6,4,
484,2,4,
484,3,4,
484,7,4,
484,8,4,
158,6,4,
158,2,4,
158,5,4,
158,3,4,
30,3,4,
30,7,4,
30,8,4,
521,6,4,
12,6,4,
29,6,4,
16,6,4,
79,6,4,
97,6,4,
22,6,4,
326,6,4,
190,6,4,
19,6,4,
521,3,4,
12,3,4,
29,3,4,
16,3,4,
79,3,4,
97,3,4,
326,3,4,
427,6,4,
333,6,4,
520,6,4,
96,6,4,
152,6,4,
11,6,4,
110,6,4,
427,3,4,
333,3,4,
520,3,4,
96,3,4,
152,3,4,
11,3,4,
110,3,4,
190,5,4,
22,5,4,
201,6,4,
515,6,4,
405,6,4,
411,6,4,
497,6,4,
198,6,4,
396,6,4,
141,6,4,
137,6,4,
436,6,4,
28,6,4,
166,6,4,
167,6,4,
45,6,4,
44,6,4,
437,6,4,
156,6,4,
155,6,4,
47,6,4,
84,6,4,
160,6,4,
471,6,4,
241,6,4,
500,6,4,
519,6,4,
432,6,4,
474,6,4,
193,6,4,
200,6,4,
201,5,4,
515,5,4,
405,5,4,
411,5,4,
497,5,4,
198,5,4,
396,5,4,
141,5,4,
137,5,4,
436,5,4,
28,5,4,
166,5,4,
167,5,4,
45,5,4,
44,5,4,
437,5,4,
156,5,4,
155,5,4,
47,5,4,
84,5,4,
160,5,4,
471,5,4,
241,5,4,
500,5,4,
519,5,4,
432,5,4,
474,5,4,
193,5,4,
200,5,4,
201,2,4,
515,2,4,
405,2,4,
411,2,4,
497,2,4,
198,2,4,
396,2,4,
141,2,4,
137,2,4,
436,2,4,
28,2,4,
167,2,4,
45,2,4,
437,2,4,
156,2,4,
47,2,4,
160,2,4,
471,2,4,
241,2,4,
500,2,4,
519,2,4,
432,2,4,
84,5,4,
155,5,4,
44,5,4,
166,5,4,
84,8,4,
155,8,4,
44,8,4,
166,8,4,
201,4,4,
515,4,4,
405,4,4,
411,4,4,
497,4,4,
198,4,4,
396,4,4,
141,4,4,
137,4,4,
436,4,4,
28,4,4,
167,4,4,
45,4,4,
437,4,4,
156,4,4,
47,4,4,
160,4,4,
471,4,4,
241,4,4,
500,4,4,
519,4,4,
432,4,4,
142,6,4,
142,5,4,
142,2,4,
142,4,4,
469,6,4,0.99
469,7,4,0.99
693,6,4,
694,6,4,
695,6,4,
696,6,4,
692,6,4,
177,6,4,
309,6,4,
89,6,4,
472,6,4,
407,6,4,
693,7,4,
694,7,4,
695,7,4,
696,7,4,
692,7,4,
177,7,4,
309,7,4,
89,7,4,
472,7,4,
407,7,4,
439,6,4,
439,7,4,
439,2,4,
439,5,4,
684,5,4,
684,6,4,
684,3,4,
224,3,4,
224,7,4,
224,5,4,
82,5,4,0.95
478,5,4,0.91
478,6,4,0.95
516,5,4,0.95
42,5,4,0.91
282,5,4,0.95
464,3,4,
464,2,4,
464,2,4,
464,8,4,
358,6,4,0.92
358,4,4,0.92
372,6,4,0.92
207,6,4,0.9
207,5,4,0.9
207,6,4,0.9
690,5,4,0.9
92,6,4,0.92
91,8,4,0.95
165,8,4,0.95
168,8,4,0.95
214,8,4,0.95
287,8,4,0.95
324,8,4,0.95
356,8,4,0.95
526,8,4,0.95
645,8,4,0.95
647,8,4,0.95
648,8,4,0.95
649,8,4,0.95
650,8,4,0.95
651,8,4,0.95
652,8,4,0.95
91,5,4,0.95
165,5,4,0.95
168,5,4,0.95
214,5,4,0.95
287,5,4,0.95
324,5,4,0.95
356,5,4,0.95
526,5,4,0.95
645,5,4,0.95
647,5,4,0.95
648,5,4,0.95
649,5,4,0.95
650,5,4,0.95
651,5,4,0.95
652,5,4,0.95
