product_category_id,factor_id,nutrient_id,coefficient
47,6,11,1.2
32,6,11,1.25
32,2,11,1.25
32,5,11,1.25
12,5,11,1.15
12,8,11,1.2
29,2,11,1.4
29,6,11,1.4
29,3,11,1.3
29,8,11,1.4
29,7,11,1.3
29,8,11,1.3
29,5,11,1.65
16,6,11,1.6
16,3,11,1.5
16,5,11,1.3
15,6,11,1.25
15,5,11,1.35
15,2,11,1.15
15,8,11,1.45
15,4,11,1.2
15,7,11,1.3
19,6,11,1.2
19,7,11,1.2
30,6,11,1.1
30,7,11,1.1
30,2,11,1.1
30,5,11,1.2
30,3,11,1.1
22,5,11,1.55
22,6,11,1.6
22,4,11,1.3
23,6,11,1.3
23,5,11,1.3
23,8,11,1.4
