nutrient_id,product_id,weight
1,5,0.036897
2,5,8.2
3,5,1.199
4,5,48.843
5,5,41.0
6,5,3.0
7,5,0.02
8,5,0.4
9,5,0.0
10,5,0.08600000000000001
11,5,0.06
12,5,2.183
13,5,0.6900000000000001
14,5,0.017
15,5,3.0
16,5,22.0
17,5,0.0
18,5,0.001
19,5,3.19
20,5,132.0
21,5,58.0
22,5,24.0
23,5,88.0
24,5,450.0
25,5,0.7000000000000001
26,5,0.67
27,5,220.0
28,5,0.6
29,5,5.8
30,5,0.906
31,5,0.54
32,5,1.169
33,5,1.44
34,5,1.75
35,5,380.0
36,5,590.0
37,5,200.0
38,5,130.0
39,5,180.0
40,5,420.0
41,5,210.0
42,5,250.0
43,5,80.0
44,5,390.0
45,5,310.0
46,5,180.0
47,5,3320.0
48,5,240.0
49,5,390.0
50,5,3150.0
51,5,290.0
52,5,960.0
53,5,390.0
54,5,0.301
55,5,0.264
56,5,0.029
57,5,0.0
58,5,0.012
59,5,0.423
60,5,0.053
61,5,0.366
62,5,0.001
63,5,1.41
64,5,4.07
65,5,0.742
66,5,
67,5,
68,5,
69,5,
70,5,
