nutrient_id,product_id,weight
1,59,0.012378
2,59,10.302
3,59,0.79
4,59,68.96000000000001
5,59,0.0
6,59,0.0
7,59,0.0
8,59,0.8
9,59,0.0
10,59,0.12
11,59,0.038
12,59,3.033
13,59,0.5
14,59,0.085
15,59,1.0
16,59,17.0
17,59,0.0
18,59,0.0
19,59,7.100000000000001
20,59,112.0
21,59,17.0
22,59,30.0
23,59,87.0
24,59,87.0
25,59,1.0
26,59,3.3
27,59,150.0
28,59,0.6
29,59,5.1
30,59,0.6900000000000001
31,59,0.001
32,59,0.8280000000000001
33,59,2.17
34,59,4.95
35,59,406.0
36,59,697.0
37,59,281.0
38,59,157.0
39,59,208.0
40,59,479.0
41,59,312.0
42,59,302.0
43,59,104.0
44,59,469.0
45,59,469.0
46,59,198.0
47,59,4082.0
48,59,365.0
49,59,510.0
50,59,3151.0
51,59,479.0
52,59,1186.0
53,59,530.0
54,59,0.116
55,59,0.092
56,59,0.023
57,59,0.0
58,59,0.0
59,59,0.361
60,59,0.023
61,59,0.338
62,59,0.0
63,59,3.11
64,59,5.75
65,59,0.003
66,59,
67,59,
68,59,
69,59,
70,59,
