nutrient_id,product_id,weight
1,91,0.009743
2,91,13.297
3,91,2.78
4,91,69.91
5,91,0.0
6,91,63.0
7,91,0.03
8,91,0.1
9,91,0.0
10,91,0.17
11,91,0.073
12,91,1.9
13,91,0.3
14,91,0.06
15,91,1.0
16,91,22.0
17,91,0.0
18,91,0.0
19,91,3.38
20,91,219.0
21,91,23.0
22,91,42.0
23,91,153.0
24,91,31.0
25,91,2.971
26,91,1.208
27,91,195.0
28,91,0.584
29,91,3.3
30,91,0.28
31,91,0.017
32,91,0.42
33,91,2.4
34,91,0.98
35,91,530.0
36,91,1010.0
37,91,450.0
38,91,100.0
39,91,310.0
40,91,640.0
41,91,420.0
42,91,420.0
43,91,80.0
44,91,590.0
45,91,710.0
46,91,460.0
47,91,5720.0
48,91,470.0
49,91,760.0
50,91,4490.0
51,91,520.0
52,91,1490.0
53,91,740.0
54,91,0.404
55,91,0.324
56,91,0.076
57,91,
58,91,
59,91,
60,91,0.076
61,91,0.834
62,91,0.08600000000000001
63,91,
64,91,5.83
65,91,0.043
66,91,
67,91,
68,91,
69,91,
70,91,
