nutrient_id,product_id,weight
1,77,0.07365
2,77,21.2
3,77,4.0
4,77,0.0
5,77,0.0
6,77,20.0
7,77,0.0
8,77,0.48
9,77,0.0
10,77,0.1
11,77,0.13
12,77,8.483
13,77,1.0
14,77,0.5
15,77,5.0
16,77,10.0
17,77,2.0
18,77,0.0
19,77,0.0
20,77,338.0
21,77,3.0
22,77,22.0
23,77,164.0
24,77,55.0
25,77,2.3
26,77,4.41
27,77,76.0
28,77,0.02
29,77,0.1
30,77,0.0
31,77,0.04
32,77,0.0
33,77,0.0
34,77,0.0
35,77,1053.0
36,77,1710.0
37,77,1770.0
38,77,527.0
39,77,242.0
40,77,864.0
41,77,699.0
42,77,959.0
43,77,233.0
44,77,1148.0
45,77,1269.0
46,77,699.0
47,77,11173.0
48,77,1399.0
49,77,1978.0
50,77,3454.0
51,77,1295.0
52,77,1010.0
53,77,889.0
54,77,1.755
55,77,1.738
56,77,0.037
57,77,0.007
58,77,0.0
59,77,0.184
60,77,0.044
61,77,0.14
62,77,0.051
63,77,0.1
64,77,0.0
65,77,0.091
66,77,
67,77,
68,77,
69,77,
70,77,
