nutrient_id,product_id,weight
1,6,0.036321
2,6,1.401
3,6,1.935
4,6,56.862
5,6,0.0
6,6,5.0
7,6,0.0
8,6,1.101
9,6,0.0
10,6,0.051
11,6,0.046
12,6,0.677
13,6,0.108
14,6,0.019
15,6,2.4
16,6,17.0
17,6,0.0
18,6,0.0
19,6,2.421
20,6,36.0
21,6,20.0
22,6,10.0
23,6,53.0
24,6,457.0
25,6,0.6980000000000001
26,6,0.652
27,6,89.0
28,6,0.618
29,6,2.0
30,6,0.115
31,6,0.293
32,6,0.155
33,6,0.538
34,6,1.883
35,6,59.0
36,6,154.0
37,6,58.0
38,6,26.0
39,6,24.0
40,6,65.0
41,6,55.0
42,6,59.0
43,6,12.0
44,6,72.0
45,6,66.0
46,6,37.0
47,6,687.0
48,6,103.0
49,6,103.0
50,6,252.0
51,6,59.0
52,6,119.0
53,6,78.0
54,6,0.23
55,6,0.528
56,6,0.008
57,6,0.0
58,6,0.0
59,6,1.054
60,6,0.008
61,6,1.046
62,6,0.0
63,6,4.58
64,6,4.74
65,6,0.745
66,6,
67,6,
68,6,
69,6,
70,6,
