nutrient_id,product_id,weight
1,24,0.085009
2,24,2.778
3,24,6.201000000000001
4,24,2.305
5,24,498.0
6,24,3.0
7,24,0.0
8,24,0.183
9,24,15.0
10,24,0.039
11,24,0.039
12,24,0.851
13,24,0.154
14,24,0.112
15,24,0.8
16,24,9.0
17,24,0.1
18,24,5.195
19,24,1.414
20,24,115.0
21,24,37.0
22,24,9.0
23,24,35.0
24,24,679.0
25,24,0.472
26,24,0.368
27,24,94.0
28,24,0.146
29,24,1.9
30,24,0.386
31,24,0.239
32,24,2.017
33,24,0.525
34,24,0.912
35,24,119.0
36,24,185.0
37,24,198.0
38,24,60.0
39,24,34.0
40,24,100.0
41,24,83.0
42,24,121.0
43,24,31.0
44,24,172.0
45,24,187.0
46,24,88.0
47,24,1378.0
48,24,149.0
49,24,261.0
50,24,483.0
51,24,129.0
52,24,246.0
53,24,132.0
54,24,2.421
55,24,2.703
56,24,0.104
57,24,0.003
58,24,0.0
59,24,0.669
60,24,0.107
61,24,0.562
62,24,0.01
63,24,0.28
64,24,0.19
65,24,0.608
66,24,
67,24,
68,24,
69,24,
70,24,
