nutrient_id,product_id,weight
1,16,0.0029
2,16,35.6
3,16,1.5
4,16,32.0
5,16,0.0
6,16,0.0
7,16,0.0
8,16,0.3
9,16,0.0
10,16,2.33
11,16,4.5
12,16,43.183
13,16,11.0
14,16,2.0
15,16,200.0
16,16,4000.0
17,16,0.0
18,16,0.0
19,16,21.0
20,16,2000.0
21,16,80.0
22,16,230.0
23,16,1290.0
24,16,350.0
25,16,20.0
26,16,8.0
27,16,5000.0
28,16,0.53
29,16,4.0
30,16,0.64
31,16,0.05
32,16,3.84
33,16,10.5
34,16,10.5
35,16,1956.0
36,16,2816.0
37,16,2894.0
38,16,704.0
39,16,391.0
40,16,1721.0
41,16,1409.0
42,16,1956.0
43,16,431.0
44,16,2269.0
45,16,1878.0
46,16,1018.0
47,16,19443.0
48,16,2503.0
49,16,3912.0
50,16,4225.0
51,16,1800.0
52,16,1604.0
53,16,2112.0
54,16,0.202
55,16,0.477
56,16,0.004
57,16,0.0
58,16,0.0
59,16,0.755
60,16,0.004
61,16,0.751
62,16,0.0
63,16,3.74
64,16,2.67
65,16,0.127
66,16,
67,16,
68,16,
69,16,
70,16,
