nutrient_id,product_id,weight
1,80,0.0376
2,80,7.38
3,80,0.97
4,80,45.85
5,80,0.0
6,80,0.0
7,80,0.0
8,80,0.492
9,80,1.0
10,80,0.18
11,80,0.08
12,80,2.453
13,80,0.0
14,80,0.13
15,80,0.0
16,80,26.0
17,80,0.0
18,80,0.0
19,80,6.100000000000001
20,80,208.0
21,80,29.0
22,80,33.0
23,80,128.0
24,80,853.0
25,80,1.24
26,80,1.15
27,80,160.0
28,80,1.09
29,80,4.0
30,80,0.0
31,80,0.588
32,80,1.26
33,80,1.9
34,80,4.2
35,80,250.0
36,80,480.0
37,80,200.0
38,80,100.0
39,80,160.0
40,80,350.0
41,80,210.0
42,80,220.0
43,80,77.0
44,80,340.0
45,80,310.0
46,80,160.0
47,80,2857.0
48,80,280.0
49,80,400.0
50,80,2140.0
51,80,290.0
52,80,760.0
53,80,340.0
54,80,0.256
55,80,0.269
56,80,0.06
57,80,0.0
58,80,0.0
59,80,0.421
60,80,0.06
61,80,0.361
62,80,0.0
63,80,1.64
64,80,3.82
65,80,1.406
66,80,
67,80,
68,80,
69,80,
70,80,
