nutrient_id,product_id,weight
1,44,0.024324
2,44,0.38
3,44,0.0
4,44,75.07000000000001
5,44,6.0
6,44,0.0
7,44,0.0
8,44,0.0
9,44,25.0
10,44,0.003
11,44,0.05
12,44,0.213
13,44,0.07
14,44,0.159
15,44,0.0
16,44,0.0
17,44,0.0
18,44,2.4
19,44,0.0
20,44,45.0
21,44,6.0
22,44,2.0
23,44,5.0
24,44,18.0
25,44,1.3
26,44,0.168
27,44,90.0
28,44,0.03
29,44,0.5
30,44,2.324
31,44,0.002
32,44,73.598
33,44,0.0
34,44,0.0
35,44,15.0
36,44,26.0
37,44,17.0
38,44,8.0
39,44,8.0
40,44,23.0
41,44,9.0
42,44,17.0
43,44,5.0
44,44,24.0
45,44,26.0
46,44,8.0
47,44,186.0
48,44,18.0
49,44,41.0
50,44,75.0
51,44,17.0
52,44,23.0
53,44,22.0
54,44,0.0
55,44,0.0
56,44,0.0
57,44,0.0
58,44,0.0
59,44,0.0
60,44,0.0
61,44,0.0
62,44,0.0
63,44,0.0
64,44,6.26
65,44,0.005
66,44,
67,44,
68,44,
69,44,
70,44,
