nutrient_id,product_id,weight
1,85,0.075874
2,85,0.313
3,85,0.045
4,85,13.202
5,85,423.0
6,85,5.0
7,85,0.0
8,85,0.451
9,85,5.0
10,85,0.01
11,85,0.008
12,85,0.326
13,85,0.092
14,85,0.04
15,85,4.6
16,85,5.0
17,85,0.0
18,85,11.04
19,85,1.849
20,85,110.0
21,85,5.0
22,85,5.0
23,85,10.0
24,85,2.0
25,85,0.228
26,85,0.035
27,85,48.0
28,85,0.04
29,85,0.7
30,85,2.99
31,85,0.001
32,85,12.109
33,85,0.442
34,85,1.417
35,85,11.0
36,85,19.0
37,85,18.0
38,85,4.0
39,85,1.0
40,85,10.0
41,85,6.0
42,85,9.0
43,85,3.0
44,85,14.0
45,85,9.0
46,85,8.0
47,85,112.0
48,85,18.0
49,85,119.0
50,85,29.0
51,85,10.0
52,85,11.0
53,85,14.0
54,85,0.018
55,85,0.002
56,85,0.004
57,85,0.0
58,85,0.002
59,85,0.024
60,85,0.006
61,85,0.018
62,85,0.0
63,85,1.33
64,85,1.1
65,85,0.003
66,85,
67,85,
68,85,
69,85,
70,85,
