nutrient_id,product_id,weight
1,15,0.07759
2,15,0.437
3,15,0.27
4,15,11.504
5,15,288.0
6,15,3.0
7,15,0.0
8,15,0.4
9,15,5.0
10,15,0.031
11,15,0.035
12,15,0.205
13,15,0.058
14,15,0.014
15,15,0.0
16,15,13.0
17,15,0.0
18,15,4.278
19,15,2.604
20,15,106.0
21,15,9.0
22,15,7.0
23,15,10.0
24,15,2.0
25,15,0.153
26,15,0.098
27,15,70.0
28,15,0.056
29,15,0.7
30,15,1.69
31,15,0.002
32,15,9.548
33,15,0.5670000000000001
34,15,2.474
35,15,19.0
36,15,33.0
37,15,24.0
38,15,8.0
39,15,7.0
40,15,17.0
41,15,6.0
42,15,17.0
43,15,0.0
44,15,24.0
45,15,11.0
46,15,7.0
47,15,173.0
48,15,22.0
49,15,132.0
50,15,48.0
51,15,19.0
52,15,19.0
53,15,24.0
54,15,0.036
55,15,0.061
56,15,0.017
57,15,0.0
58,15,0.0
59,15,0.119
60,15,0.017
61,15,0.102
62,15,0.0
63,15,3.31
64,15,0.96
65,15,0.003
66,15,
67,15,
68,15,
69,15,
70,15,
