nutrient_id,product_id,weight
1,23,0.063656
2,23,1.552
3,23,0.011
4,23,12.493
5,23,488.0
6,23,1.0
7,23,0.0
8,23,0.042
9,23,2.0
10,23,0.062
11,23,0.005
12,23,1.376
13,23,0.32
14,23,0.132
15,23,0.3
16,23,12.0
17,23,0.0
18,23,15.008
19,23,0.984
20,23,304.0
21,23,7.0
22,23,17.0
23,23,25.0
24,23,36.0
25,23,0.712
26,23,0.338
27,23,79.0
28,23,0.085
29,23,2.7
30,23,0.25
31,23,0.003
32,23,0.562
33,23,0.295
34,23,0.6890000000000001
35,23,72.0
36,23,102.0
37,23,102.0
38,23,26.0
39,23,17.0
40,23,74.0
41,23,52.0
42,23,61.0
43,23,24.0
44,23,93.0
45,23,93.0
46,23,26.0
47,23,742.0
48,23,66.0
49,23,269.0
50,23,287.0
51,23,59.0
52,23,63.0
53,23,66.0
54,23,0.003
55,23,0.0
56,23,0.002
57,23,0.0
58,23,0.0
59,23,0.006
60,23,0.002
61,23,0.004
62,23,0.0
63,23,2.0
64,23,1.04
65,23,0.008
66,23,
67,23,
68,23,
69,23,
70,23,
