nutrient_id,product_id,weight
1,90,0.012
2,90,12.3
3,90,6.2
4,90,61.8
5,90,0.0
6,90,0.0
7,90,
8,90,1.6
9,90,
10,90,0.45
11,90,0.1
12,90,4.600000000000001
13,90,
14,90,
15,90,
16,90,
17,90,
18,90,0.0
19,90,1.9
20,90,330.0
21,90,52.0
22,90,129.0
23,90,328.0
24,90,
25,90,3.6
26,90,
27,90,
28,90,
29,90,
30,90,
31,90,0.02
32,90,1.2
33,90,
34,90,
35,90,
36,90,
37,90,
38,90,
39,90,
40,90,
41,90,
42,90,
43,90,
44,90,
45,90,
46,90,
47,90,
48,90,
49,90,
50,90,
51,90,
52,90,
53,90,
54,90,1.4
55,90,2.15
56,90,
57,90,
58,90,
59,90,2.33
60,90,
61,90,
62,90,0.0
63,90,
64,90,
65,90,
66,90,
67,90,
68,90,
69,90,
70,90,
