nutrient_id,product_id,weight
1,36,0.048924
2,36,2.658
3,36,0.216
4,36,4.428
5,36,216.0
6,36,523.0
7,36,0.0
8,36,2.148
9,36,329.0
10,36,0.084
11,36,0.18
12,36,1.76
13,36,0.18
14,36,0.12
15,36,0.0
16,36,89.0
17,36,0.0
18,36,95.4
19,36,2.55
20,36,487.0
21,36,107.0
22,36,26.0
23,36,52.0
24,36,94.0
25,36,2.186
26,36,0.438
27,36,86.0
28,36,0.454
29,36,2.0
30,36,0.0
31,36,0.022
32,36,2.873
33,36,0.638
34,36,1.912
35,36,139.0
36,36,195.0
37,36,182.0
38,36,14.0
39,36,13.0
40,36,158.0
41,36,82.0
42,36,121.0
43,36,57.0
44,36,195.0
45,36,111.0
46,36,65.0
47,36,1332.0
48,36,204.0
49,36,316.0
50,36,260.0
51,36,139.0
52,36,278.0
53,36,130.0
54,36,0.028
55,36,0.018
56,36,0.078
57,36,0.0
58,36,0.0
59,36,0.124
60,36,0.078
61,36,0.046
62,36,0.0
63,36,4.43
64,36,0.37
65,36,0.056
66,36,
67,36,
68,36,
69,36,
70,36,
