nutrient_id,product_id,weight
1,27,0.07535
2,27,20.6
3,27,2.67
4,27,0.4
5,27,0.0
6,27,21.0
7,27,0.3
8,27,0.23
9,27,0.0
10,27,0.11
11,27,0.15
12,27,6.633
13,27,0.6
14,27,0.5
15,27,2.6
16,27,8.0
17,27,3.0
18,27,0.0
19,27,0.0
20,27,400.0
21,27,9.0
22,27,27.0
23,27,216.0
24,27,9.0
25,27,4.9
26,27,4.9
27,27,210.0
28,27,0.024
29,27,1.0
30,27,0.0
31,27,0.044
32,27,0.0
33,27,0.0
34,27,0.0
35,27,1068.0
36,27,1637.0
37,27,1597.0
38,27,1302.0
39,27,261.0
40,27,732.0
41,27,764.0
42,27,925.0
43,27,122.0
44,27,1108.0
45,27,1820.0
46,27,885.0
47,27,12221.0
48,27,1178.0
49,27,1811.0
50,27,2662.0
51,27,939.0
52,27,873.0
53,27,916.0
54,27,0.91
55,27,1.06
56,27,0.247
57,27,0.005
58,27,0.0
59,27,0.528
60,27,0.252
61,27,0.276
62,27,0.052
63,27,0.58
64,27,0.03
65,27,0.015
66,27,
67,27,
68,27,
69,27,
70,27,
