nutrient_id,product_id,weight
1,75,0.07995
2,75,3.7
3,75,0.8
4,75,8.0
5,75,250.0
6,75,1017.0
7,75,0.0
8,75,1.7
9,75,0.0
10,75,0.19
11,75,0.43
12,75,3.217
13,75,0.3
14,75,0.3
15,75,2.0
16,75,50.0
17,75,0.0
18,75,70.0
19,75,5.3
20,75,647.0
21,75,230.0
22,75,28.0
23,75,85.0
24,75,70.0
25,75,5.5
26,75,1.8
27,75,220.0
28,75,2.7
29,75,3.9
30,75,1.52
31,75,0.027
32,75,7.92
33,75,1.59
34,75,3.71
35,75,195.0
36,75,292.0
37,75,243.0
38,75,58.0
39,75,49.0
40,75,146.0
41,75,97.0
42,75,171.0
43,75,49.0
44,75,195.0
45,75,195.0
46,75,74.0
47,75,1764.0
48,75,243.0
49,75,487.0
50,75,730.0
51,75,137.0
52,75,195.0
53,75,146.0
54,75,0.147
55,75,0.044
56,75,0.192
57,75,0.0
58,75,0.0
59,75,0.449
60,75,0.192
61,75,0.257
62,75,0.0
63,75,3.05
64,75,0.67
65,75,0.069
66,75,
67,75,
68,75,
69,75,
70,75,
