nutrient_id,product_id,weight
1,89,0.0065
2,89,8.5
3,89,11.3
4,89,69.7
5,89,0.0
6,89,72.0
7,89,
8,89,1.3
9,89,
10,89,0.11
11,89,0.06
12,89,2.3
13,89,
14,89,
15,89,
16,89,
17,89,
18,89,0.0
19,89,5.3
20,89,125.0
21,89,41.0
22,89,15.0
23,89,87.0
24,89,
25,89,1.0
26,89,
27,89,
28,89,
29,89,
30,89,
31,89,0.364
32,89,15.4
33,89,
34,89,
35,89,
36,89,
37,89,
38,89,
39,89,
40,89,
41,89,
42,89,
43,89,
44,89,
45,89,
46,89,
47,89,
48,89,
49,89,
50,89,
51,89,
52,89,
53,89,
54,89,6.600000000000001
55,89,
56,89,
57,89,
58,89,
59,89,
60,89,
61,89,
62,89,0.025
63,89,
64,89,
65,89,
66,89,
67,89,
68,89,
69,89,
70,89,
