product_id,factor_id,coefficient
10,7,0.65
77,7,0.63
27,7,0.63
33,7,0.6
31,7,0.88
14,7,0.73
32,7,0.87
68,7,0.82
67,7,
70,7,
66,7,
57,7,
87,7,-
62,7,
42,7,-
53,7,-
49,7,-
90,7,-
91,7,-
30,7,-
61,7,
13,7,
59,7,
38,7,0.5
23,7,0.69
76,7,-
8,7,-
82,7,0.6
26,7,0.75
65,7,0.78
78,7,0.75
64,7,0.62
22,7,0.75
21,7,0.65
72,7,0.63
3,7,0.73
51,7,-
9,7,
37,7,-
74,7,0.78
47,7,0.68
83,7,0.5
11,7,
75,7,
36,7,
12,7,0.92
92,7,-
7,7,0.88
50,7,-
71,7,0.65
85,7,-
41,7,-
4,7,-
15,7,-
2,7,-
35,7,-
55,7,
84,7,
1,7,1.8
17,7,
80,7,0.78
5,7,0.82
28,7,
60,7,
