product_id,factor_id,coefficient
10,2,0.65
77,2,0.63
27,2,0.56
33,2,0.75
31,2,0.88
14,2,0.73
32,2,0.88
68,2,0.82
67,2,
70,2,
66,2,
57,2,
87,2,-
62,2,-
42,2,-
53,2,-
49,2,-
90,2,-
91,2,-
30,2,-
61,2,
13,2,
59,2,
38,2,0.34
23,2,0.69
76,2,-
8,2,
82,2,0.6
26,2,0.75
65,2,0.78
78,2,0.75
64,2,0.62
22,2,0.75
21,2,0.65
72,2,0.63
3,2,0.73
51,2,-
9,2,
37,2,
74,2,0.78
47,2,0.68
83,2,0.5
11,2,
75,2,
36,2,
12,2,0.92
92,2,-
7,2,0.88
50,2,
71,2,0.65
85,2,-
41,2,-
4,2,-
15,2,-
2,2,-
35,2,-
55,2,-
84,2,-
1,2,
17,2,-
80,2,-
5,2,-
28,2,-
60,2,-
