product_id,factor_id,coefficient
10,4,0.62
77,4,0.62
27,4,0.63
33,4,0.75
31,4,0.88
14,4,0.77
32,4,0.88
68,4,0.82
67,4,
70,4,
66,4,
57,4,
87,4,-
62,4,2.45
42,4,-
53,4,-
49,4,-
90,4,-
91,4,-
30,4,-
61,4,
13,4,
59,4,
38,4,0.87
23,4,0.94
76,4,2.2
8,4,2.2
82,4,0.6
26,4,0.85
65,4,0.78
78,4,0.85
64,4,0.92
22,4,0.92
21,4,0.78
72,4,0.63
3,4,0.93
51,4,0.88
9,4,0.94
37,4,-
74,4,0.83
47,4,
83,4,0.5
11,4,
75,4,
36,4,
12,4,0.87
92,4,1.01
7,4,0.88
50,4,0.88
71,4,-
85,4,-
41,4,-
4,4,-
15,4,-
2,4,-
35,4,-
55,4,
84,4,1.5
1,4,
17,4,1.6
80,4,-
5,4,-
28,4,1.28
60,4,1.5
