product_id,factor_id,nutrient_id,coefficient
32,6,11,0.95
32,2,11,0.95
32,5,11,0.95
45,5,11,1.0
45,5,11,1.0
45,8,11,1.0
33,2,11,0.9
33,6,11,0.9
33,3,11,1.0
33,8,11,0.95
14,6,11,0.85
14,3,11,1.0
77,6,11,0.95
77,2,11,0.9
77,3,11,0.85
77,7,11,1.0
77,8,11,1.0
27,6,11,0.85
27,2,11,1.0
27,5,11,0.85
27,3,11,1.0
85,6,11,0.05
4,6,11,0.05
15,6,11,0.05
2,6,11,0.05
35,6,11,0.05
85,3,11,0.9
4,3,11,0.9
15,3,11,0.9
55,6,11,0.95
84,6,11,0.95
1,6,11,0.95
17,6,11,0.95
55,3,11,0.9
84,3,11,0.9
1,3,11,0.9
17,3,11,0.9
35,5,11,0.95
2,5,11,0.95
38,6,11,0.95
82,6,11,0.95
65,6,11,0.95
78,6,11,0.95
64,6,11,0.95
22,6,11,0.95
21,6,11,0.95
3,6,11,0.95
9,6,11,0.95
74,6,11,0.95
47,6,11,0.95
83,6,11,0.95
75,6,11,0.95
37,6,11,0.95
38,5,11,0.95
82,5,11,0.95
65,5,11,0.95
78,5,11,0.95
64,5,11,0.95
22,5,11,0.95
21,5,11,0.95
3,5,11,0.95
9,5,11,0.95
74,5,11,0.95
47,5,11,0.95
83,5,11,0.95
75,5,11,0.95
37,5,11,0.95
38,2,11,0.95
82,2,11,0.95
65,2,11,0.95
78,2,11,0.95
64,2,11,0.95
22,2,11,0.95
21,2,11,0.95
3,2,11,0.95
9,2,11,0.95
74,2,11,0.95
47,2,11,0.95
83,2,11,0.95
38,4,11,0.95
82,4,11,0.95
65,4,11,0.95
78,4,11,0.95
64,4,11,0.95
22,4,11,0.95
21,4,11,0.95
3,4,11,0.95
9,4,11,0.95
74,4,11,0.95
47,4,11,0.95
83,4,11,0.95
23,6,11,0.95
23,5,11,0.95
23,2,11,0.95
23,4,11,0.95
72,6,11,0.95
72,7,11,0.95
68,6,11,0.95
68,7,11,0.95
68,2,11,0.95
68,5,11,0.9
11,5,11,0.7
76,5,11,0.75
76,6,11,0.65
60,6,11,0.9
60,4,11,0.9
91,5,11,0.75
13,8,11,0.85
30,8,11,0.85
42,8,11,0.85
49,8,11,0.85
53,8,11,0.85
59,8,11,0.85
87,8,11,0.85
13,5,11,0.9
30,5,11,0.9
42,5,11,0.9
49,5,11,0.9
53,5,11,0.9
59,5,11,0.9
87,5,11,0.9
