product_id,factor_id,nutrient_id,coefficient
32,6,17,0.8
32,2,17,0.75
32,5,17,0.85
45,5,17,0.8
45,5,17,0.8
45,8,17,0.55
33,2,17,0.65
33,6,17,0.65
33,3,17,0.65
33,8,17,0.5
14,6,17,0.65
14,3,17,0.7
77,6,17,0.7
77,2,17,0.8
77,3,17,0.6
77,7,17,0.75
77,8,17,0.75
27,6,17,0.6
27,2,17,0.75
27,5,17,0.6
27,3,17,0.75
85,6,17,0.0
4,6,17,0.0
15,6,17,0.0
2,6,17,0.0
35,6,17,0.0
85,3,17,1.0
4,3,17,1.0
15,3,17,1.0
55,6,17,1.0
84,6,17,1.0
1,6,17,1.0
17,6,17,1.0
55,3,17,1.0
84,3,17,1.0
1,3,17,1.0
17,3,17,1.0
35,5,17,1.0
2,5,17,1.0
38,6,17,1.0
82,6,17,1.0
65,6,17,1.0
78,6,17,1.0
64,6,17,1.0
22,6,17,1.0
21,6,17,1.0
3,6,17,1.0
9,6,17,1.0
74,6,17,1.0
47,6,17,1.0
83,6,17,1.0
75,6,17,1.0
37,6,17,1.0
38,5,17,1.0
82,5,17,1.0
65,5,17,1.0
78,5,17,1.0
64,5,17,1.0
22,5,17,1.0
21,5,17,1.0
3,5,17,1.0
9,5,17,1.0
74,5,17,1.0
47,5,17,1.0
83,5,17,1.0
75,5,17,1.0
37,5,17,1.0
38,2,17,1.0
82,2,17,1.0
65,2,17,1.0
78,2,17,1.0
64,2,17,1.0
22,2,17,1.0
21,2,17,1.0
3,2,17,1.0
9,2,17,1.0
74,2,17,1.0
47,2,17,1.0
83,2,17,1.0
38,4,17,1.0
82,4,17,1.0
65,4,17,1.0
78,4,17,1.0
64,4,17,1.0
22,4,17,1.0
21,4,17,1.0
3,4,17,1.0
9,4,17,1.0
74,4,17,1.0
47,4,17,1.0
83,4,17,1.0
23,6,17,1.0
23,5,17,1.0
23,2,17,1.0
23,4,17,1.0
72,6,17,1.0
72,7,17,1.0
68,6,17,0.9
68,7,17,0.9
68,2,17,0.9
68,5,17,0.85
11,5,17,1.0
76,5,17,1.0
76,6,17,1.0
60,6,17,1.0
60,4,17,1.0
91,5,17,1.0
13,8,17,1.0
30,8,17,1.0
42,8,17,1.0
49,8,17,1.0
53,8,17,1.0
59,8,17,1.0
87,8,17,1.0
13,5,17,1.0
30,5,17,1.0
42,5,17,1.0
49,5,17,1.0
53,5,17,1.0
59,5,17,1.0
87,5,17,1.0
