product_id,factor_id,nutrient_id,coefficient
32,6,27,1.0
32,2,27,1.0
32,5,27,1.0
45,5,27,1.0
45,5,27,1.0
45,8,27,1.0
33,2,27,0.95
33,6,27,0.95
33,3,27,1.0
33,8,27,0.9
14,6,27,0.7
14,3,27,1.0
77,6,27,1.0
77,2,27,1.0
77,3,27,0.95
77,7,27,1.0
77,8,27,1.0
27,6,27,0.95
27,2,27,1.0
27,5,27,0.95
27,3,27,1.0
85,6,27,0.1
4,6,27,0.1
15,6,27,0.1
2,6,27,0.1
35,6,27,0.1
85,3,27,0.9
4,3,27,0.9
15,3,27,0.9
55,6,27,0.9
84,6,27,0.9
1,6,27,0.9
17,6,27,0.9
55,3,27,0.9
84,3,27,0.9
1,3,27,0.9
17,3,27,0.9
35,5,27,1.0
2,5,27,1.0
38,6,27,1.0
82,6,27,1.0
65,6,27,1.0
78,6,27,1.0
64,6,27,1.0
22,6,27,1.0
21,6,27,1.0
3,6,27,1.0
9,6,27,1.0
74,6,27,1.0
47,6,27,1.0
83,6,27,1.0
75,6,27,1.0
37,6,27,1.0
38,5,27,0.95
82,5,27,0.95
65,5,27,0.95
78,5,27,0.95
64,5,27,0.95
22,5,27,0.95
21,5,27,0.95
3,5,27,0.95
9,5,27,0.95
74,5,27,0.95
47,5,27,0.95
83,5,27,0.95
75,5,27,1.0
37,5,27,1.0
38,2,27,1.0
82,2,27,1.0
65,2,27,1.0
78,2,27,1.0
64,2,27,1.0
22,2,27,1.0
21,2,27,1.0
3,2,27,1.0
9,2,27,1.0
74,2,27,1.0
47,2,27,1.0
83,2,27,1.0
38,4,27,1.0
82,4,27,1.0
65,4,27,1.0
78,4,27,1.0
64,4,27,1.0
22,4,27,1.0
21,4,27,1.0
3,4,27,1.0
9,4,27,1.0
74,4,27,1.0
47,4,27,1.0
83,4,27,1.0
23,6,27,1.0
23,5,27,1.0
23,2,27,1.0
23,4,27,0.95
72,6,27,1.0
72,7,27,1.0
68,6,27,1.0
68,7,27,1.0
68,2,27,1.0
68,5,27,1.0
11,5,27,0.35
76,5,27,0.7
76,6,27,0.65
60,6,27,1.0
60,4,27,1.0
91,5,27,0.9
13,8,27,0.95
30,8,27,0.95
42,8,27,0.95
49,8,27,0.95
53,8,27,0.95
59,8,27,0.95
87,8,27,0.95
13,5,27,0.95
30,5,27,0.95
42,5,27,0.95
49,5,27,0.95
53,5,27,0.95
59,5,27,0.95
87,5,27,0.95
