product_id,factor_id,nutrient_id,coefficient
32,6,20,1.0
32,2,20,1.0
32,5,20,1.0
45,5,20,1.0
45,5,20,1.0
45,8,20,1.0
33,2,20,0.8
33,6,20,0.8
33,3,20,1.0
33,8,20,0.6
14,6,20,0.75
14,3,20,1.0
77,6,20,0.8
77,2,20,0.85
77,3,20,0.55
77,7,20,1.0
77,8,20,1.0
27,6,20,0.55
27,2,20,1.0
27,5,20,0.55
27,3,20,1.0
85,6,20,0.1
4,6,20,0.1
15,6,20,0.1
2,6,20,0.1
35,6,20,0.1
85,3,20,0.9
4,3,20,0.9
15,3,20,0.9
55,6,20,0.9
84,6,20,0.9
1,6,20,0.9
17,6,20,0.9
55,3,20,0.9
84,3,20,0.9
1,3,20,0.9
17,3,20,0.9
35,5,20,1.0
2,5,20,1.0
38,6,20,1.0
82,6,20,1.0
65,6,20,1.0
78,6,20,1.0
64,6,20,1.0
22,6,20,1.0
21,6,20,1.0
3,6,20,1.0
9,6,20,1.0
74,6,20,1.0
47,6,20,1.0
83,6,20,1.0
75,6,20,1.0
37,6,20,1.0
38,5,20,0.9
82,5,20,0.9
65,5,20,0.9
78,5,20,0.9
64,5,20,0.9
22,5,20,0.9
21,5,20,0.9
3,5,20,0.9
9,5,20,0.9
74,5,20,0.9
47,5,20,0.9
83,5,20,0.9
75,5,20,1.0
37,5,20,1.0
38,2,20,1.0
82,2,20,1.0
65,2,20,1.0
78,2,20,1.0
64,2,20,1.0
22,2,20,1.0
21,2,20,1.0
3,2,20,1.0
9,2,20,1.0
74,2,20,1.0
47,2,20,1.0
83,2,20,1.0
38,4,20,1.0
82,4,20,1.0
65,4,20,1.0
78,4,20,1.0
64,4,20,1.0
22,4,20,1.0
21,4,20,1.0
3,4,20,1.0
9,4,20,1.0
74,4,20,1.0
47,4,20,1.0
83,4,20,1.0
23,6,20,1.0
23,5,20,1.0
23,2,20,1.0
23,4,20,0.9
72,6,20,1.0
72,7,20,1.0
68,6,20,1.0
68,7,20,1.0
68,2,20,1.0
68,5,20,1.0
11,5,20,0.7
76,5,20,0.75
76,6,20,0.7
60,6,20,1.0
60,4,20,1.0
91,5,20,0.3
13,8,20,0.95
30,8,20,0.95
42,8,20,0.95
49,8,20,0.95
53,8,20,0.95
59,8,20,0.95
87,8,20,0.95
13,5,20,0.95
30,5,20,0.95
42,5,20,0.95
49,5,20,0.95
53,5,20,0.95
59,5,20,0.95
87,5,20,0.95
