micro_id,product_id,weight
1,158,
2,158,1178.0
3,158,1820.0
4,158,1811.0
5,158,1108.0
6,158,110.0
7,158,3.0
8,158,6633.0
9,158,600.0
10,158,2.6
11,158,8.0
12,158,150.0
13,158,0.0
14,158,75350.0
15,158,0.0
16,158,885.0
17,158,939.0
18,158,2662.0
19,158,0.0
20,158,4900.0
21,158,1068.0
22,158,1.0
23,158,400.0
24,158,9.0
25,158,0.3
26,158,
27,158,1637.0
28,158,1597.0
29,158,
30,158,
31,158,27.0
32,158,24.0
33,158,210.0
34,158,1302.0
35,158,1060.0
36,158,44.0
37,158,12221.0
38,158,0.0
39,158,247.0
40,158,252.0
41,158,276.0
42,158,0.0
43,158,500.0
44,158,0.0
45,158,15.0
46,158,528.0
47,158,873.0
48,158,0.0
49,158,
50,158,916.0
51,158,0.58
52,158,150.0
53,158,764.0
54,158,925.0
55,158,122.0
56,158,732.0
57,158,0.0
58,158,216.0
59,158,0.03
60,158,9.0
61,158,52.0
62,158,4900.0
63,158,261.0
64,158,5.0
65,158,230.0
66,158,21.0
