micro_id,product_id,weight
1,371,
2,371,34.0
3,371,66.0
4,371,71.0
5,371,52.0
6,371,23.0
7,371,0.0
8,371,371.0
9,371,137.0
10,371,0.4
11,371,18.0
12,371,23.0
13,371,20520.0
14,371,71699.0
15,371,114.0
16,371,22.0
17,371,30.0
18,371,206.0
19,371,0.0
20,371,585.0
21,371,45.0
22,371,6.1
23,371,342.0
24,371,31.0
25,371,0.0
26,371,
27,371,57.0
28,371,44.0
29,371,
30,371,
31,371,14.0
32,371,62.0
33,371,29.0
34,371,8.0
35,371,11.0
36,371,11.0
37,371,397.0
38,371,1786.0
39,371,41.0
40,371,41.0
41,371,14.0
42,371,91.0
43,371,46.0
44,371,912.0
45,371,23.0
46,371,55.0
47,371,27.0
48,371,108.0
49,371,
50,371,33.0
51,371,2.2
52,371,150.0
53,371,19.0
54,371,37.0
55,371,4.0
56,371,36.0
57,371,0.0
58,371,27.0
59,371,0.15
60,371,14.0
61,371,0.0
62,371,216.0
63,371,7.0
64,371,0.0
65,371,8.0
66,371,2.0
