micro_id,product_id,weight
1,322,
2,322,474.0
3,322,609.0
4,322,664.0
5,322,609.0
6,322,670.0
7,322,0.0
8,322,5350.0
9,322,800.0
10,322,1.0
11,322,40.0
12,322,110.0
13,322,0.0
14,322,10500.0
15,322,2875.0
16,322,258.0
17,322,622.0
18,322,4100.0
19,322,0.0
20,322,3900.0
21,322,528.0
22,322,1.9
23,322,390.0
24,322,34.0
25,322,0.0
26,322,
27,322,907.0
28,322,366.0
29,322,
30,322,
31,322,120.0
32,322,264.0
33,322,510.0
34,322,203.0
35,322,291.0
36,322,5.0
37,322,5307.0
38,322,8625.0
39,322,72.0
40,322,72.0
41,322,1073.0
42,322,0.0
43,322,200.0
44,322,11500.0
45,322,13.0
46,322,1145.0
47,322,1543.0
48,322,606.0
49,322,
50,322,690.0
51,322,3.15
52,322,150.0
53,322,406.0
54,322,393.0
55,322,135.0
56,322,622.0
57,322,0.0
58,322,370.0
59,322,5.05
60,322,22.0
61,322,0.0
62,322,3000.0
63,322,271.0
64,322,0.0
65,322,200.0
66,322,0.0
