micro_id,product_id,weight
1,258,
2,258,350.0
3,258,400.0
4,258,460.0
5,258,480.0
6,258,110.0
7,258,0.0
8,258,2500.0
9,258,400.0
10,258,1.0
11,258,16.0
12,258,80.0
13,258,0.0
14,258,12297.0
15,258,1830.0
16,258,210.0
17,258,460.0
18,258,3830.0
19,258,0.0
20,258,1002.0
21,258,430.0
22,258,0.7
23,258,150.0
24,258,17.0
25,258,0.0
26,258,
27,258,810.0
28,258,220.0
29,258,
30,258,
31,258,23.0
32,258,687.0
33,258,140.0
34,258,170.0
35,258,131.0
36,258,2.0
37,258,4270.0
38,258,2267.0
39,258,33.0
40,258,33.0
41,258,485.0
42,258,0.0
43,258,100.0
44,258,3500.0
45,258,5.0
46,258,518.0
47,258,1410.0
48,258,490.0
49,258,
50,258,580.0
51,258,3.14
52,258,20.0
53,258,330.0
54,258,320.0
55,258,120.0
56,258,540.0
57,258,0.0
58,258,107.0
59,258,6.0
60,258,50.0
61,258,0.0
62,258,781.0
63,258,240.0
64,258,0.0
65,258,200.0
66,258,0.0
