micro_id,product_id,weight
1,477,
2,477,963.0
3,477,942.0
4,477,1434.0
5,477,828.0
6,477,295.0
7,477,2.4
8,477,7174.0
9,477,385.0
10,477,4.0
11,477,6.0
12,477,182.0
13,477,1162.0
14,477,65489.0
15,477,48.0
16,477,538.0
17,477,880.0
18,477,2475.0
19,477,9.0
20,477,1339.0
21,477,758.0
22,477,4.5
23,477,294.0
24,477,14.0
25,477,0.11
26,477,
27,477,1162.0
28,477,1338.0
29,477,
30,477,
31,477,21.0
32,477,50.0
33,477,86.0
34,477,408.0
35,477,7057.0
36,477,666.0
37,477,8216.0
38,477,245.0
39,477,237.0
40,477,265.0
41,477,756.0
42,477,33.0
43,477,263.0
44,477,228.0
45,477,1641.0
46,477,1021.0
47,477,741.0
48,477,258.0
49,477,
50,477,691.0
51,477,0.16
52,477,100.0
53,477,543.0
54,477,712.0
55,477,182.0
56,477,622.0
57,477,6.0
58,477,150.0
59,477,0.08
60,477,996.0
61,477,66.0
62,477,2807.0
63,477,183.0
64,477,17.0
65,477,433.0
66,477,19.0
