micro_id,product_id,weight
1,161,
2,161,33.0
3,161,19.0
4,161,28.0
5,161,22.0
6,161,0.0
7,161,0.0
8,161,80.0
9,161,0.0
10,161,0.0
11,161,0.0
12,161,8.0
13,161,0.0
14,161,12369.0
15,161,420.0
16,161,12.0
17,161,17.0
18,161,84.0
19,161,0.0
20,161,500.0
21,161,17.0
22,161,2.5
23,161,7.0
24,161,10.0
25,161,0.0
26,161,
27,161,56.0
28,161,11.0
29,161,
30,161,
31,161,2.0
32,161,1000.0
33,161,50.0
34,161,8.0
35,161,18.0
36,161,3.0
37,161,210.0
38,161,580.0
39,161,1.0
40,161,1.0
41,161,41.0
42,161,0.0
43,161,5.0
44,161,1000.0
45,161,8.0
46,161,42.0
47,161,39.0
48,161,0.0
49,161,
50,161,22.0
51,161,4.67
52,161,20.0
53,161,17.0
54,161,17.0
55,161,3.0
56,161,22.0
57,161,0.0
58,161,30.0
59,161,7.16
60,161,6.0
61,161,0.0
62,161,600.0
63,161,6.0
64,161,0.0
65,161,0.0
66,161,0.0
