micro_id,product_id,weight
1,20,
2,20,13.0
3,20,14.0
4,20,44.0
5,20,12.0
6,20,43.0
7,20,0.0
8,20,186.0
9,20,97.0
10,20,0.3
11,20,2.0
12,20,16.0
13,20,10260.0
14,20,45619.0
15,20,81.0
16,20,7.0
17,20,13.0
18,20,34.0
19,20,0.0
20,20,216.0
21,20,10.0
22,20,0.0
23,20,97.0
24,20,9.0
25,20,0.0
26,20,
27,20,14.0
28,20,19.0
29,20,
30,20,
31,20,9.0
32,20,173.0
33,20,33.0
34,20,9.0
35,20,14.0
36,20,1.0
37,20,117.0
38,20,454.0
39,20,18.0
40,20,18.0
41,20,25.0
42,20,389.0
43,20,41.0
44,20,756.0
45,20,3.0
46,20,43.0
47,20,10.0
48,20,4228.0
49,20,
50,20,19.0
51,20,5.38
52,20,125.0
53,20,9.0
54,20,9.0
55,20,4.0
56,20,9.0
57,20,0.0
58,20,5.0
59,20,0.56
60,20,21.0
61,20,0.0
62,20,52.0
63,20,1.0
64,20,0.0
65,20,54.0
66,20,5.0
