micro_id,product_id,weight
1,190,
2,190,33.0
3,190,34.0
4,190,76.0
5,190,20.0
6,190,33.0
7,190,0.0
8,190,176.0
9,190,173.0
10,190,0.3
11,190,4.0
12,190,13.0
13,190,32432.0
14,190,56843.0
15,190,241.0
16,190,7.0
17,190,54.0
18,190,64.0
19,190,0.0
20,190,288.0
21,190,15.0
22,190,1.0
23,190,109.0
24,190,7.0
25,190,0.0
26,190,
27,190,15.0
28,190,27.0
29,190,
30,190,
31,190,18.0
32,190,29.0
33,190,83.0
34,190,7.0
35,190,24.0
36,190,1.0
37,190,174.0
38,190,591.0
39,190,59.0
40,190,59.0
41,190,139.0
42,190,3151.0
43,190,38.0
44,190,832.0
45,190,3.0
46,190,198.0
47,190,30.0
48,190,262.0
49,190,
50,190,15.0
51,190,2.36
52,190,125.0
53,190,11.0
54,190,7.0
55,190,4.0
56,190,20.0
57,190,0.0
58,190,10.0
59,190,0.17
60,190,3.0
61,190,0.0
62,190,83.0
63,190,7.0
64,190,0.0
65,190,256.0
66,190,1.0
