micro_id,product_id,weight
1,193,
2,193,204.0
3,193,111.0
4,193,316.0
5,193,195.0
6,193,84.0
7,193,0.0
8,193,1760.0
9,193,180.0
10,193,0.0
11,193,89.0
12,193,180.0
13,193,95400.0
14,193,48924.0
15,193,638.0
16,193,65.0
17,193,139.0
18,193,260.0
19,193,0.0
20,193,2186.0
21,193,139.0
22,193,2.0
23,193,487.0
24,193,107.0
25,193,0.0
26,193,
27,193,195.0
28,193,182.0
29,193,
30,193,
31,193,26.0
32,193,454.0
33,193,86.0
34,193,14.0
35,193,18.0
36,193,22.0
37,193,1332.0
38,193,1912.0
39,193,78.0
40,193,78.0
41,193,46.0
42,193,216.0
43,193,120.0
44,193,2550.0
45,193,56.0
46,193,124.0
47,193,278.0
48,193,0.0
49,193,
50,193,130.0
51,193,4.43
52,193,150.0
53,193,82.0
54,193,121.0
55,193,57.0
56,193,158.0
57,193,329.0
58,193,52.0
59,193,0.37
60,193,94.0
61,193,0.0
62,193,438.0
63,193,13.0
64,193,0.0
65,193,2148.0
66,193,523.0
