micro_id,product_id,weight
1,101,
2,101,272.0
3,101,293.0
4,101,383.0
5,101,354.0
6,101,122.0
7,101,0.0
8,101,2421.0
9,101,302.0
10,101,2.7
11,101,17.0
12,101,114.0
13,101,13.0
14,101,27333.0
15,101,1236.0
16,101,155.0
17,101,283.0
18,101,2335.0
19,101,1.0
20,101,530.0
21,101,324.0
22,101,7.2
23,101,158.0
24,101,28.0
25,101,0.08
26,101,
27,101,580.0
28,101,229.0
29,101,
30,101,
31,101,14.0
32,101,273.0
33,101,77.0
34,101,126.0
35,101,1607.0
36,101,396.0
37,101,3141.0
38,101,1632.0
39,101,47.0
40,101,50.0
41,101,385.0
42,101,43.0
43,101,58.0
44,101,2043.0
45,101,1007.0
46,101,435.0
47,101,933.0
48,101,6839.0
49,101,
50,101,450.0
51,101,0.12
52,101,100.0
53,101,237.0
54,101,239.0
55,101,82.0
56,101,373.0
57,101,0.0
58,101,75.0
59,101,4.6
60,101,648.0
61,101,15.0
62,101,564.0
63,101,149.0
64,101,0.0
65,101,251.0
66,101,44.0
