micro_id,product_id,weight
1,606,
2,606,
3,606,
4,606,
5,606,
6,606,40.0
7,606,
8,606,6400.0
9,606,
10,606,
11,606,
12,606,350.0
13,606,700.0
14,606,46400.0
15,606,
16,606,
17,606,
18,606,
19,606,
20,606,600.0
21,606,
22,606,
23,606,100.0
24,606,870.0
25,606,
26,606,
27,606,
28,606,
29,606,
30,606,
31,606,50.0
32,606,
33,606,
34,606,
35,606,
36,606,950.0
37,606,
38,606,
39,606,
40,606,
41,606,
42,606,2000.0
43,606,
44,606,0.0
45,606,
46,606,
47,606,
48,606,
49,606,
50,606,
51,606,
52,606,
53,606,
54,606,
55,606,
56,606,
57,606,
58,606,650.0
59,606,
60,606,
61,606,74.0
62,606,
63,606,
64,606,
65,606,400.0
66,606,257.0
