micro_id,product_id,weight
1,671,
2,671,
3,671,
4,671,
5,671,
6,671,10.0
7,671,
8,671,200.0
9,671,
10,671,
11,671,
12,671,120.0
13,671,0.0
14,671,25.0
15,671,
16,671,
17,671,
18,671,
19,671,
20,671,200.0
21,671,
22,671,
23,671,30.0
24,671,24.0
25,671,
26,671,
27,671,
28,671,
29,671,
30,671,
31,671,0.0
32,671,
33,671,
34,671,
35,671,
36,671,15.0
37,671,
38,671,
39,671,
40,671,
41,671,
42,671,0.0
43,671,
44,671,0.0
45,671,
46,671,2200.0
47,671,
48,671,
49,671,
50,671,
51,671,
52,671,
53,671,
54,671,
55,671,
56,671,
57,671,
58,671,30.0
59,671,
60,671,
61,671,170.0
62,671,
63,671,
64,671,
65,671,1000.0
66,671,450.0
