micro_id,product_id,weight
1,325,
2,325,27.0
3,325,11.0
4,325,62.0
5,325,27.0
6,325,12.0
7,325,0.0
8,325,429.0
9,325,59.0
10,325,0.8
11,325,1.0
12,325,22.0
13,325,2966.0
14,325,79480.0
15,325,429.0
16,325,11.0
17,325,10.0
18,325,95.0
19,325,0.0
20,325,204.0
21,325,9.0
22,325,1.7
23,325,87.0
24,325,5.0
25,325,0.0
26,325,
27,325,19.0
28,325,20.0
29,325,
30,325,
31,325,5.0
32,325,35.0
33,325,40.0
34,325,22.0
35,325,18.0
36,325,1.0
37,325,175.0
38,325,627.0
39,325,1.0
40,325,1.0
41,325,22.0
42,325,323.0
43,325,11.0
44,325,936.0
45,325,3.0
46,325,23.0
47,325,19.0
48,325,16932.0
49,325,
50,325,23.0
51,325,3.83
52,325,125.0
53,325,14.0
54,325,19.0
55,325,4.0
56,325,13.0
57,325,1.0
58,325,11.0
59,325,1.54
60,325,3.0
61,325,0.0
62,325,79.0
63,325,6.0
64,325,0.0
65,325,545.0
66,325,7.0
