micro_id,product_id,weight
1,536,
2,536,
3,536,
4,536,
5,536,
6,536,243.0
7,536,0.0
8,536,
9,536,
10,536,
11,536,47.0
12,536,145.0
13,536,0.0
14,536,6100.0
15,536,
16,536,
17,536,
18,536,
19,536,0.0
20,536,2430.0
21,536,
22,536,
23,536,319.0
24,536,31.0
25,536,0.0
26,536,0.0
27,536,
28,536,
29,536,0.0
30,536,
31,536,78.0
32,536,
33,536,255.0
34,536,
35,536,165.0
36,536,410.0
37,536,
38,536,
39,536,79.0
40,536,
41,536,
42,536,
43,536,210.0
44,536,16500.0
45,536,
46,536,557.0
47,536,
48,536,
49,536,36.6
50,536,
51,536,
52,536,
53,536,
54,536,
55,536,
56,536,
57,536,6.0
58,536,269.0
59,536,
60,536,
61,536,0.0
62,536,2390.0
63,536,
64,536,0.0
65,536,
66,536,0.0
