micro_id,product_id,weight
1,617,
2,617,
3,617,
4,617,
5,617,
6,617,40.0
7,617,
8,617,5000.0
9,617,
10,617,
11,617,
12,617,120.0
13,617,1000.0
14,617,52000.0
15,617,
16,617,
17,617,
18,617,
19,617,
20,617,700.0
21,617,
22,617,
23,617,95.0
24,617,630.0
25,617,
26,617,
27,617,
28,617,
29,617,
30,617,
31,617,24.0
32,617,
33,617,
34,617,
35,617,
36,617,1200.0
37,617,
38,617,
39,617,
40,617,
41,617,
42,617,1700.0
43,617,
44,617,0.0
45,617,
46,617,
47,617,
48,617,
49,617,
50,617,
51,617,
52,617,
53,617,
54,617,
55,617,
56,617,
57,617,
58,617,375.0
59,617,
60,617,
61,617,52.0
62,617,
63,617,
64,617,
65,617,300.0
66,617,180.0
