micro_id,product_id,weight
1,417,
2,417,86.0
3,417,86.0
4,417,193.0
5,417,162.0
6,417,30.0
7,417,0.4
8,417,647.0
9,417,350.0
10,417,3.4
11,417,10.0
12,417,150.0
13,417,1000.0
14,417,65600.0
15,417,0.0
16,417,62.0
17,417,55.0
18,417,531.0
19,417,0.0
20,417,30.0
21,417,149.0
22,417,10.0
23,417,110.0
24,417,90.0
25,417,0.56
26,417,
27,417,245.0
28,417,186.0
29,417,
30,417,
31,417,10.0
32,417,3.0
33,417,20.0
34,417,60.0
35,417,8441.0
36,417,30.0
37,417,1354.0
38,417,0.0
39,417,370.0
40,417,370.0
41,417,662.0
42,417,0.0
43,417,30.0
44,417,0.0
45,417,76.0
46,417,1032.0
47,417,245.0
48,417,0.0
49,417,
50,417,136.0
51,417,0.06
52,417,5.0
53,417,121.0
54,417,107.0
55,417,34.0
56,417,121.0
57,417,0.0
58,417,70.0
59,417,0.28
60,417,60.0
61,417,85.0
62,417,360.0
63,417,21.0
64,417,0.0
65,417,712.0
66,417,338.0
