product_id,factor_id,nutrient_id,coefficient
177,6,4,
177,2,4,
177,5,4,
216,5,4,
220,5,4,
216,8,4,
220,8,4,
178,2,4,
178,6,4,
174,3,4,
178,8,4,
174,2,4,
172,3,4,
92,6,4,
109,8,4,
92,3,4,
256,6,4,
424,6,4,
419,6,4,
424,2,4,
424,3,4,
424,7,4,
424,8,4,
152,6,4,
152,2,4,
152,5,4,
152,3,4,
30,3,4,
30,7,4,
30,8,4,
456,6,4,
12,6,4,
29,6,4,
16,6,4,
77,6,4,
94,6,4,
22,6,4,
287,6,4,
181,6,4,
19,6,4,
456,3,4,
12,3,4,
29,3,4,
16,3,4,
77,3,4,
94,3,4,
287,3,4,
371,6,4,
294,6,4,
455,6,4,
93,6,4,
146,6,4,
11,6,4,
106,6,4,
371,3,4,
294,3,4,
455,3,4,
93,3,4,
146,3,4,
11,3,4,
106,3,4,
181,5,4,
22,5,4,
192,6,4,
450,6,4,
350,6,4,
355,6,4,
433,6,4,
189,6,4,
341,6,4,
135,6,4,
132,6,4,
380,6,4,
28,6,4,
160,6,4,
161,6,4,
45,6,4,
44,6,4,
381,6,4,
150,6,4,
149,6,4,
47,6,4,
82,6,4,
154,6,4,
413,6,4,
231,6,4,
436,6,4,
454,6,4,
376,6,4,
416,6,4,
184,6,4,
191,6,4,
192,5,4,
450,5,4,
350,5,4,
355,5,4,
433,5,4,
189,5,4,
341,5,4,
135,5,4,
132,5,4,
380,5,4,
28,5,4,
160,5,4,
161,5,4,
45,5,4,
44,5,4,
381,5,4,
150,5,4,
149,5,4,
82,5,4,
154,5,4,
413,5,4,
231,5,4,
436,5,4,
454,5,4,
376,5,4,
416,5,4,
191,5,4,
192,2,4,
450,2,4,
350,2,4,
355,2,4,
433,2,4,
341,2,4,
135,2,4,
132,2,4,
380,2,4,
28,2,4,
161,2,4,
45,2,4,
381,2,4,
150,2,4,
154,2,4,
413,2,4,
231,2,4,
436,2,4,
454,2,4,
376,2,4,
82,5,4,
149,5,4,
44,5,4,
160,5,4,
82,8,4,
149,8,4,
44,8,4,
160,8,4,
192,4,4,
450,4,4,
350,4,4,
355,4,4,
433,4,4,
341,4,4,
135,4,4,
132,4,4,
380,4,4,
28,4,4,
161,4,4,
45,4,4,
381,4,4,
150,4,4,
154,4,4,
413,4,4,
231,4,4,
436,4,4,
454,4,4,
376,4,4,
136,6,4,
136,5,4,
136,2,4,
136,4,4,
411,6,4,0.99
411,7,4,0.99
594,6,4,
595,6,4,
596,6,4,
597,6,4,
279,6,4,
87,6,4,
352,6,4,
594,7,4,
595,7,4,
596,7,4,
597,7,4,
279,7,4,
87,7,4,
352,7,4,
383,6,4,
383,7,4,
383,2,4,
383,5,4,
585,5,4,
585,6,4,
585,3,4,
214,3,4,
214,7,4,
214,5,4,
80,5,4,0.95
420,5,4,0.91
420,6,4,0.95
451,5,4,0.95
257,5,4,0.95
406,3,4,
406,2,4,
406,2,4,
406,8,4,
319,6,4,0.92
319,4,4,0.92
328,6,4,0.92
198,6,4,0.9
198,5,4,0.9
198,6,4,0.9
591,5,4,0.9
90,6,4,0.92
89,8,4,0.95
159,8,4,0.95
162,8,4,0.95
205,8,4,0.95
262,8,4,0.95
285,8,4,0.95
317,8,4,0.95
461,8,4,0.95
561,8,4,0.95
562,8,4,0.95
89,5,4,0.95
159,5,4,0.95
162,5,4,0.95
205,5,4,0.95
262,5,4,0.95
285,5,4,0.95
317,5,4,0.95
461,5,4,0.95
561,5,4,0.95
562,5,4,0.95
