product_category_id,factor_id,micro_id,coefficient
12,5,36,1.0
12,8,36,1.0
15,6,36,1.0
15,5,36,1.05
15,2,36,1.0
15,8,36,1.0
15,4,36,1.0
16,6,36,2.0
16,3,36,1.0
17,5,36,1.1
17,6,36,1.1
18,6,36,1.0
18,3,36,1.0
18,5,36,1.0
19,6,36,1.0
19,7,36,1.0
22,8,36,1.0
22,5,36,1.0
22,6,36,1.0
22,4,36,1.0
23,6,36,1.0
23,5,36,1.5
29,2,36,1.2
29,6,36,1.2
29,3,36,1.0
29,8,36,1.3
29,7,36,1.0
29,5,36,1.45
30,6,36,1.0
30,7,36,1.0
30,2,36,1.0
30,5,36,1.0
30,3,36,1.0
32,6,36,1.0
32,2,36,1.0
32,5,36,1.0
47,6,36,1.0
