product_category_id,factor_id,micro_id,coefficient
12,5,7,1.2
12,8,7,1.45
15,6,7,1.0
15,5,7,1.0
15,2,7,1.0
15,8,7,1.0
15,4,7,1.0
16,6,7,2.0
16,3,7,1.0
17,5,7,1.0
17,6,7,1.0
18,6,7,1.0
18,3,7,1.0
18,5,7,1.0
19,6,7,1.0
19,7,7,1.0
22,8,7,1.0
22,5,7,1.0
22,6,7,1.0
22,4,7,1.0
23,6,7,1.0
23,5,7,1.0
29,2,7,1.35
29,6,7,1.35
29,3,7,1.35
29,8,7,1.5
29,7,7,1.25
29,5,7,1.4
30,6,7,1.1
30,7,7,1.1
30,2,7,1.1
30,5,7,1.15
30,3,7,1.25
32,6,7,1.2
32,2,7,1.25
32,5,7,1.15
47,6,7,1.45
