nutrient_id,product_id,weight
1,500,0.082
2,500,2.7
3,500,10.0
4,500,4.5
5,500,200.0
6,500,65.0
7,500,
8,500,0.3
9,500,
10,500,0.03
11,500,0.1
12,500,0.9
13,500,
14,500,
15,500,
16,500,
17,500,
18,500,0.5
19,500,0.0
20,500,124.0
21,500,90.0
22,500,10.0
23,500,83.0
24,500,
25,500,0.1
26,500,
27,500,
28,500,
29,500,
30,500,
31,500,0.04
32,500,4.5
33,500,
34,500,
35,500,
36,500,
37,500,
38,500,
39,500,
40,500,
41,500,
42,500,
43,500,
44,500,
45,500,
46,500,
47,500,
48,500,
49,500,
50,500,
51,500,
52,500,
53,500,
54,500,5.8
55,500,5.28
56,500,
57,500,
58,500,
59,500,1.03
60,500,
61,500,
62,500,0.03
63,500,
64,500,
65,500,
66,500,
67,500,
68,500,
69,500,
70,500,
