nutrient_id,product_id,weight
1,405,0.081401
2,405,13.5
3,405,0.249
4,405,3.2
5,405,800.0
6,405,2.0
7,405,0.01
8,405,0.01
9,405,1.0
10,405,0.043
11,405,0.3
12,405,2.8
13,405,0.74
14,405,0.1
15,405,7.0
16,405,16.0
17,405,0.9
18,405,0.7000000000000001
19,405,0.0
20,405,95.0
21,405,92.0
22,405,12.0
23,405,160.0
24,405,110.0
25,405,0.4
26,405,0.5700000000000001
27,405,15.0
28,405,0.07
29,405,4.0
30,405,0.0
31,405,0.04
32,405,3.2
33,405,0.0
34,405,0.0
35,405,797.0
36,405,1303.0
37,405,1059.0
38,405,394.0
39,405,112.0
40,405,656.0
41,405,656.0
42,405,590.0
43,405,159.0
44,405,843.0
45,405,506.0
46,405,384.0
47,405,7459.0
48,405,344.0
49,405,788.0
50,405,2657.0
51,405,203.0
52,405,1386.0
53,405,661.0
54,405,0.151
55,405,0.075
56,405,0.003
57,405,0.0
58,405,0.0
59,405,0.009000000000000001
60,405,0.003
61,405,0.006
62,405,0.001
63,405,0.06
64,405,0.27
65,405,0.102
66,405,
67,405,
68,405,
69,405,
70,405,
