nutrient_id,product_id,weight
1,628,0.064
2,628,18.7
3,628,16.1
4,628,0.0
5,628,0.0
6,628,40.0
7,628,
8,628,0.3
9,628,
10,628,0.09
11,628,0.15
12,628,11.1
13,628,
14,628,
15,628,
16,628,
17,628,
18,628,2.0
19,628,0.0
20,628,236.0
21,628,14.0
22,628,19.0
23,628,160.0
24,628,
25,628,1.3
26,628,
27,628,
28,628,
29,628,
30,628,
31,628,0.07
32,628,0.0
33,628,
34,628,
35,628,
36,628,
37,628,
38,628,
39,628,
40,628,
41,628,
42,628,
43,628,
44,628,
45,628,
46,628,
47,628,
48,628,
49,628,
50,628,
51,628,
52,628,
53,628,
54,628,4.1
55,628,
56,628,
57,628,
58,628,
59,628,
60,628,
61,628,
62,628,0.07
63,628,
64,628,
65,628,
66,628,
67,628,
68,628,
69,628,
70,628,
