nutrient_id,product_id,weight
1,64,0.04
2,64,7.811
3,64,3.094
4,64,38.226
5,64,102.0
6,64,1.0
7,64,0.0
8,64,0.652
9,64,0.0
10,64,0.205
11,64,0.099
12,64,2.733
13,64,0.5670000000000001
14,64,0.18
15,64,4.4
16,64,31.0
17,64,0.0
18,64,0.0
19,64,8.185
20,64,341.0
21,64,61.0
22,64,76.0
23,64,254.0
24,64,925.0
25,64,2.776
26,64,1.981
27,64,304.0
28,64,1.85
29,64,3.8
30,64,0.5740000000000001
31,64,0.5740000000000001
32,64,0.769
33,64,3.052
34,64,5.953
35,64,310.0
36,64,535.0
37,64,285.0
38,64,129.0
39,64,136.0
40,64,359.0
41,64,193.0
42,64,297.0
43,64,78.0
44,64,358.0
45,64,417.0
46,64,170.0
47,64,3267.0
48,64,396.0
49,64,601.0
50,64,1948.0
51,64,432.0
52,64,776.0
53,64,388.0
54,64,0.466
55,64,0.967
56,64,0.089
57,64,0.0
58,64,0.0
59,64,1.292
60,64,0.089
61,64,1.203
62,64,0.0
63,64,2.77
64,64,3.19
65,64,1.46
66,64,
67,64,
68,64,
69,64,
70,64,
