nutrient_id,product_id,weight
1,207,15321.0
2,207,0.67
3,207,83.199
4,207,0.6
5,207,100.0
6,207,653.0
7,207,1.24
8,207,2.0
9,207,7.0
10,207,0.005
11,207,0.022
12,207,0.167
13,207,0.047
14,207,0.005
15,207,0.0
16,207,0.0
17,207,0.0
18,207,0.2
19,207,0.0
20,207,16.0
21,207,13.0
22,207,3.0
23,207,21.0
24,207,23.0
25,207,0.0
26,207,0.23
27,207,0.0
28,207,0.0
29,207,2.7
30,207,0.0
31,207,0.005
32,207,0.6
33,207,0.0
34,207,0.0
35,207,40.0
36,207,65.0
37,207,48.0
38,207,17.0
39,207,4.0
40,207,32.0
41,207,32.0
42,207,30.0
43,207,8.0
44,207,45.0
45,207,22.0
46,207,17.0
47,207,360.0
48,207,25.0
49,207,50.0
50,207,121.0
51,207,15.0
52,207,61.0
53,207,37.0
54,207,53.811
55,207,22.974
56,207,0.423
57,207,0.0
58,207,0.01
59,207,1.797
60,207,0.464
61,207,1.333
62,207,0.221
63,207,0.03
64,207,0.05
65,207,0.013
66,207,
67,207,
68,207,
69,207,
70,207,
