product_id,factor_id,coefficient
79,8,0.62
424,8,0.62
406,8,0.64
419,8,0.78
152,8,0.56
31,8,0.64
30,8,0.64
178,8,0.78
174,8,0.88
172,8,0.88
173,8,0.66
425,8,0.9
109,8,0.75
256,8,0.75
92,8,0.75
177,8,0.88
175,8,0.88
349,8,
585,8,0.8
586,8,0.85
587,8,
214,8,0.82
589,8,0.82
134,8,0.82
334,8,0.8
335,8,0.8
427,8,0.82
588,8,0.82
382,8,0.82
383,8,0.82
273,8,0.8
386,8,6.3
387,8,1.6
373,8,
402,8,
372,8,
405,8,
358,8,
393,8,
297,8,
298,8,
299,8,
300,8,
233,8,
423,8,
390,8,
552,8,
206,8,
179,8,2.62
141,8,2.62
590,8,2.1
35,8,2.45
461,8,3.17
329,8,2.45
205,8,3.17
561,8,3.17
262,8,4.05
268,8,4.05
48,8,2.06
194,8,2.9
591,8,2.9
330,8,3.17
197,8,2.9
198,8,2.9
282,8,2.9
283,8,2.9
162,8,3.5
323,8,4.0
89,8,2.1
317,8,4.0
192,8,0.87
136,8,0.94
451,8,2.41
420,8,2.2
450,8,0.6
142,8,0.85
350,8,0.65
355,8,0.78
433,8,0.85
189,8,0.5
341,8,0.92
135,8,0.92
132,8,0.78
411,8,0.63
380,8,0.88
28,8,0.93
153,8,
272,8,0.88
160,8,1.01
161,8,1.01
354,8,0.78
45,8,0.94
44,8,0.94
381,8,0.88
150,8,0.92
149,8,0.92
326,8,0.95
191,8,-
47,8,0.9
82,8,0.93
154,8,0.92
188,8,0.58
327,8,0.95
336,8,0.58
413,8,0.83
284,8,0.78
231,8,0.92
436,8,0.78
454,8,0.5
80,8,2.1
257,8,2.9
416,8,0.99
184,8,0.99
376,8,2.56
379,8,0.83
84,8,0.93
584,8,1.01
269,8,0.88
271,8,0.88
408,8,0.9
409,8,0.9
456,8,-
12,8,-
16,8,-
29,8,-
144,8,-
20,8,-
356,8,-
375,8,-
77,8,0.38
94,8,-
22,8,-
287,8,
438,8,0.38
85,8,
86,8,-
357,8,0.9
181,8,-
432,8,
211,8,
371,8,
294,8,
455,8,1.5
93,8,1.5
11,8,
106,8,
594,8,
595,8,
596,8,-
597,8,
87,8,-
102,8,
448,8,-
4,8,-
428,8,-
7,8,-
5,8,-
38,8,
444,8,-
36,8,-
37,8,-
280,8,1.1
429,8,2.5
430,8,2.5
263,8,4.0
90,8,2.1
163,8,1.55
331,8,1.6
33,8,1.3
155,8,1.28
166,8,1.5
168,8,1.28
237,8,2.3
239,8,1.5
240,8,1.5
319,8,1.5
320,8,1.62
328,8,-
332,8,1.28
434,8,1.55
577,8,0.5
578,8,0.5
363,8,0.9
201,8,0.9
72,8,0.9
70,8,0.9
