product_id,factor_id,coefficient
79,3,0.6
424,3,0.6
406,3,0.63
419,3,0.85
152,3,0.58
31,3,0.63
30,3,0.63
178,3,0.69
174,3,0.88
172,3,0.88
173,3,0.64
425,3,0.72
109,3,0.75
256,3,0.75
92,3,0.67
177,3,0.88
175,3,0.88
349,3,
585,3,0.82
586,3,0.85
587,3,
214,3,0.82
589,3,0.82
134,3,0.8
334,3,0.82
335,3,0.82
427,3,0.82
588,3,0.82
382,3,0.82
383,3,0.82
273,3,0.82
386,3,6.3
387,3,1.6
373,3,
402,3,
372,3,
405,3,
358,3,
393,3,
297,3,
298,3,
299,3,
300,3,
233,3,
423,3,
390,3,
552,3,
206,3,
179,3,2.62
141,3,2.62
590,3,2.6
35,3,2.45
461,3,3.17
329,3,2.45
205,3,3.17
561,3,3.17
262,3,-
268,3,-
48,3,2.06
194,3,-
591,3,2.9
330,3,3.17
197,3,-
198,3,-
282,3,-
283,3,-
162,3,-
323,3,
89,3,
317,3,
192,3,0.74
136,3,0.94
451,3,2.41
420,3,2.2
450,3,0.6
142,3,0.79
350,3,0.65
355,3,0.78
433,3,0.79
189,3,0.5
341,3,0.92
135,3,0.92
132,3,0.78
411,3,1.37
380,3,0.88
28,3,
153,3,
272,3,0.88
160,3,-
161,3,-
354,3,0.78
45,3,
44,3,
381,3,0.88
150,3,0.79
149,3,0.79
326,3,-
191,3,-
47,3,0.99
82,3,0.92
154,3,0.92
188,3,-
327,3,-
336,3,-
413,3,0.83
284,3,0.78
231,3,0.92
436,3,0.78
454,3,0.5
80,3,2.1
257,3,2.9
416,3,
184,3,0.99
376,3,-
379,3,0.73
84,3,0.92
584,3,-
269,3,0.88
271,3,0.88
408,3,0.65
409,3,0.65
456,3,-
12,3,-
16,3,-
29,3,-
144,3,-
20,3,-
356,3,-
375,3,-
77,3,-
94,3,-
22,3,-
287,3,
438,3,-
85,3,
86,3,-
357,3,-
181,3,-
432,3,
211,3,
371,3,
294,3,
455,3,-
93,3,-
11,3,
106,3,-
594,3,
595,3,-
596,3,-
597,3,
87,3,-
102,3,
448,3,-
4,3,-
428,3,-
7,3,-
5,3,-
38,3,
444,3,-
36,3,-
37,3,-
280,3,1.1
429,3,
430,3,
263,3,-
90,3,
163,3,-
331,3,-
33,3,-
155,3,1.28
166,3,
168,3,1.28
237,3,2.3
239,3,-
240,3,-
319,3,1.5
320,3,-
328,3,-
332,3,1.28
434,3,
577,3,0.5
578,3,0.5
363,3,-
201,3,-
72,3,-
70,3,-
