micro_id,product_id,weight
1,15,
2,15,44.0
3,15,30.0
4,15,206.0
5,15,31.0
6,15,32.0
7,15,0.0
8,15,791.0
9,15,235.0
10,15,0.8
11,15,2.0
12,15,43.0
13,15,5708.0
14,15,87874.0
15,15,0.0
16,15,18.0
17,15,27.0
18,15,103.0
19,15,0.0
20,15,629.0
21,15,27.0
22,15,0.5
23,15,241.0
24,15,16.0
25,15,0.0
26,15,
27,15,51.0
28,15,63.0
29,15,
30,15,
31,15,9.0
32,15,166.0
33,15,136.0
34,15,4.0
35,15,70.0
36,15,2.0
37,15,319.0
38,15,0.0
39,15,0.0
40,15,0.0
41,15,16.0
42,15,1416.0
43,15,57.0
44,15,0.0
45,15,2.0
46,15,16.0
47,15,67.0
48,15,6040.0
49,15,
50,15,54.0
51,15,3.2
52,15,200.0
53,15,19.0
54,15,31.0
55,15,10.0
56,15,33.0
57,15,3.0
58,15,21.0
59,15,0.76
60,15,1.0
61,15,0.0
62,15,104.0
63,15,2.0
64,15,0.0
65,15,506.0
66,15,262.0
