micro_id,product_id,weight
1,41,
2,41,211.0
3,41,437.0
4,41,576.0
5,41,237.0
6,41,89.0
7,41,0.0
8,41,1561.0
9,41,139.0
10,41,1.8
11,41,12.0
12,41,69.0
13,41,10922.0
14,41,83922.0
15,41,993.0
16,41,124.0
17,41,211.0
18,41,777.0
19,41,0.0
20,41,1126.0
21,41,216.0
22,41,2.0
23,41,203.0
24,41,18.0
25,41,0.0
26,41,
27,41,371.0
28,41,335.0
29,41,
30,41,
31,41,24.0
32,41,210.0
33,41,61.0
34,41,36.0
35,41,11.0
36,41,222.0
37,41,2414.0
38,41,993.0
39,41,108.0
40,41,108.0
41,41,76.0
42,41,166.0
43,41,66.0
44,41,1986.0
45,41,565.0
46,41,184.0
47,41,216.0
48,41,486.0
49,41,
50,41,226.0
51,41,2.63
52,41,150.0
53,41,170.0
54,41,175.0
55,41,46.0
56,41,216.0
57,41,0.0
58,41,57.0
59,41,0.66
60,41,349.0
61,41,0.0
62,41,436.0
63,41,51.0
64,41,0.0
65,41,199.0
66,41,12.0
