micro_id,product_id,weight
1,503,
2,503,77.0
3,503,93.0
4,503,248.0
5,503,60.0
6,503,48.0
7,503,0.0
8,503,563.0
9,503,376.0
10,503,1.9
11,503,8.0
12,503,41.0
13,503,147921.0
14,503,84811.0
15,503,397.0
16,503,43.0
17,503,68.0
18,503,273.0
19,503,0.0
20,503,1348.0
21,503,34.0
22,503,1.0
23,503,303.0
24,503,48.0
25,503,0.0
26,503,
27,503,77.0
28,503,43.0
29,503,
30,503,
31,503,18.0
32,503,341.0
33,503,104.0
34,503,25.0
35,503,28.0
36,503,2.0
37,503,545.0
38,503,6686.0
39,503,45.0
40,503,45.0
41,503,79.0
42,503,2747.0
43,503,75.0
44,503,3656.0
45,503,5.0
46,503,124.0
47,503,60.0
48,503,703.0
49,503,
50,503,68.0
51,503,4.28
52,503,125.0
53,503,34.0
54,503,50.0
55,503,18.0
56,503,50.0
57,503,28.0
58,503,42.0
59,503,0.53
60,503,16.0
61,503,0.0
62,503,270.0
63,503,18.0
64,503,0.0
65,503,1711.0
66,503,13.0
