micro_id,product_id,weight
1,238,
2,238,48.0
3,238,48.0
4,238,116.0
5,238,87.0
6,238,17.0
7,238,0.2
8,238,308.0
9,238,158.0
10,238,1.8
11,238,4.0
12,238,81.0
13,238,765.0
14,238,84332.0
15,238,0.0
16,238,34.0
17,238,29.0
18,238,317.0
19,238,0.0
20,238,57.0
21,238,67.0
22,238,5.4
23,238,63.0
24,238,57.0
25,238,0.04
26,238,
27,238,148.0
28,238,127.0
29,238,
30,238,
31,238,6.0
32,238,2.0
33,238,5.0
34,238,43.0
35,238,397.0
36,238,21.0
37,238,784.0
38,238,0.0
39,238,11.0
40,238,11.0
41,238,22.0
42,238,95.0
43,238,18.0
44,238,0.0
45,238,53.0
46,238,33.0
47,238,145.0
48,238,9974.0
49,238,
50,238,84.0
51,238,0.03
52,238,150.0
53,238,71.0
54,238,65.0
55,238,16.0
56,238,67.0
57,238,0.0
58,238,41.0
59,238,1.01
60,238,47.0
61,238,4.0
62,238,183.0
63,238,11.0
64,238,0.0
65,238,32.0
66,238,14.0
