micro_id,product_id,weight
1,514,
2,514,960.0
3,514,803.0
4,514,4646.0
5,514,640.0
6,514,25.0
7,514,0.0
8,514,34367.0
9,514,1300.0
10,514,0.0
11,514,15.0
12,514,950.0
13,514,0.0
14,514,8866.0
15,514,27915.0
16,514,163.0
17,514,1280.0
18,514,8495.0
19,514,0.0
20,514,17200.0
21,514,483.0
22,514,11.0
23,514,1490.0
24,514,302.0
25,514,0.0
26,514,
27,514,483.0
28,514,640.0
29,514,
30,514,
31,514,184.0
32,514,73400.0
33,514,2490.0
34,514,163.0
35,514,248.0
36,514,14.0
37,514,7541.0
38,514,27915.0
39,514,1336.0
40,514,1336.0
41,514,653.0
42,514,4.0
43,514,250.0
44,514,55830.0
45,514,36.0
46,514,1989.0
47,514,483.0
48,514,72.0
49,514,
50,514,1124.0
51,514,2.44
52,514,2.0
53,514,640.0
54,514,640.0
55,514,1600.0
56,514,483.0
57,514,262.0
58,514,314.0
59,514,0.07
60,514,60.0
61,514,0.0
62,514,3200.0
63,514,803.0
64,514,0.0
65,514,2100.0
66,514,0.0
