micro_id,product_id,weight
1,255,
2,255,422.0
3,255,486.0
4,255,550.0
5,255,550.0
6,255,460.0
7,255,0.0
8,255,4783.0
9,255,840.0
10,255,5.1
11,255,36.0
12,255,120.0
13,255,0.0
14,255,12190.0
15,255,2058.0
16,255,243.0
17,255,448.0
18,255,4196.0
19,255,0.0
20,255,4400.0
21,255,511.0
22,255,2.2
23,255,305.0
24,255,19.0
25,255,0.0
26,255,
27,255,908.0
28,255,281.0
29,255,
30,255,
31,255,60.0
32,255,2840.0
33,255,400.0
34,255,192.0
35,255,249.0
36,255,2.0
37,255,4911.0
38,255,4372.0
39,255,61.0
40,255,61.0
41,255,914.0
42,255,0.0
43,255,370.0
44,255,6430.0
45,255,5.0
46,255,975.0
47,255,1521.0
48,255,521.0
49,255,
50,255,652.0
51,255,3.15
52,255,20.0
53,255,320.0
54,255,358.0
55,255,128.0
56,255,614.0
57,255,0.0
58,255,271.0
59,255,5.43
60,255,50.0
61,255,0.0
62,255,2600.0
63,255,320.0
64,255,0.0
65,255,390.0
66,255,0.0
