micro_id,product_id,weight
1,279,
2,279,54.0
3,279,24.0
4,279,125.0
5,279,54.0
6,279,18.0
7,279,0.0
8,279,1037.0
9,279,147.0
10,279,0.9
11,279,5.0
12,279,46.0
13,279,7360.0
14,279,76590.0
15,279,867.0
16,279,24.0
17,279,21.0
18,279,194.0
19,279,0.0
20,279,460.0
21,279,17.0
22,279,0.5
23,279,195.0
24,279,4.0
25,279,0.0
26,279,
27,279,39.0
28,279,40.0
29,279,
30,279,
31,279,9.0
32,279,92.0
33,279,55.0
34,279,41.0
35,279,29.0
36,279,8.0
37,279,350.0
38,279,1157.0
39,279,1.0
40,279,1.0
41,279,36.0
42,279,598.0
43,279,23.0
44,279,2024.0
45,279,8.0
46,279,37.0
47,279,38.0
48,279,7544.0
49,279,
50,279,46.0
51,279,4.63
52,279,125.0
53,279,27.0
54,279,38.0
55,279,7.0
56,279,26.0
57,279,0.0
58,279,20.0
59,279,0.95
60,279,5.0
61,279,0.0
62,279,132.0
63,279,13.0
64,279,0.0
65,279,460.0
66,279,68.0
