micro_id,product_id,weight
1,8,
2,8,517.0
3,8,710.0
4,8,803.0
5,8,603.0
6,8,379.0
7,8,0.0
8,8,4732.0
9,8,604.0
10,8,8.0
11,8,46.0
12,8,111.0
13,8,0.0
14,8,7000.0
15,8,2930.0
16,8,335.0
17,8,567.0
18,8,3345.0
19,8,0.0
20,8,3037.0
21,8,485.0
22,8,4.0
23,8,287.0
24,8,38.0
25,8,0.0
26,8,
27,8,866.0
28,8,460.0
29,8,
30,8,
31,8,85.0
32,8,1842.0
33,8,345.0
34,8,136.0
35,8,782.0
36,8,442.0
37,8,5273.0
38,8,4359.0
39,8,103.0
40,8,103.0
41,8,930.0
42,8,32.0
43,8,383.0
44,8,7032.0
45,8,1124.0
46,8,1033.0
47,8,1118.0
48,8,338.0
49,8,
50,8,635.0
51,8,2.14
52,8,10.0
53,8,287.0
54,8,417.0
55,8,131.0
56,8,601.0
57,8,9.0
58,8,247.0
59,8,5.73
60,8,854.0
61,8,0.0
62,8,2249.0
63,8,242.0
64,8,0.0
65,8,483.0
66,8,1.0
