micro_id,product_id,weight
1,515,
2,515,151.0
3,515,752.0
4,515,572.0
5,515,345.0
6,515,174.0
7,515,0.0
8,515,2022.0
9,515,131.0
10,515,1.3
11,515,17.0
12,515,70.0
13,515,12180.0
14,515,53931.0
15,515,772.0
16,515,136.0
17,515,234.0
18,515,947.0
19,515,0.0
20,515,1218.0
21,515,264.0
22,515,2.3
23,515,461.0
24,515,33.0
25,515,0.0
26,515,
27,515,414.0
28,515,316.0
29,515,
30,515,
31,515,30.0
32,515,400.0
33,515,130.0
34,515,128.0
35,515,3.0
36,515,17.0
37,515,3031.0
38,515,803.0
39,515,5.0
40,515,5.0
41,515,54.0
42,515,174.0
43,515,331.0
44,515,1575.0
45,515,43.0
46,515,59.0
47,515,113.0
48,515,2772.0
49,515,
50,515,218.0
51,515,2.81
52,515,2.0
53,515,90.0
54,515,210.0
55,515,90.0
56,515,210.0
57,515,0.0
58,515,117.0
59,515,2.06
60,515,26.0
61,515,0.0
62,515,502.0
63,515,76.0
64,515,0.0
65,515,9.0
66,515,0.0
